subject_id,subject_id_doi_authority,relation_type,object_id,occured_at,timestamp
https://doi.org/10.1177/23780231221148153,10.1177,references,https://doi.org/10.7910/DVN/TYJKEZ,2023-01-10T11:17:33.000Z,2023-01-18T08:56:12.746Z
https://doi.org/10.5194/amt-16-89-2023,10.5194,references,https://doi.org/10.7910/DVN/KRNPEH,2023-01-10T08:13:21.000Z,2023-01-18T08:55:39.428Z
https://doi.org/10.1007/s00271-023-00845-y,10.1007,references,https://doi.org/10.7910/DVN/QSJNFJ,2023-01-10T07:47:08.000Z,2023-01-12T08:55:39.930Z
https://doi.org/10.1163/24523666-bja10028,10.1163,references,https://doi.org/10.7910/DVN/HRKWWB,2023-01-10T06:18:02.000Z,2023-01-11T08:56:00.995Z
https://doi.org/10.12688/f1000research.52692.1,10.12688,references,https://doi.org/10.7910/DVN/1K5LDD,2023-01-09T21:11:11.000Z,2023-01-11T08:55:39.886Z
https://doi.org/10.1145/3341161.3342887,10.1145,references,https://doi.org/10.7910/DVN/PDI7IN,2023-01-09T21:11:00.000Z,2023-01-17T08:56:09.749Z
https://doi.org/10.1109/ic2ie56416.2022.9970048,10.1109,references,https://doi.org/10.7910/DVN/DBW86T,2023-01-09T20:41:13.000Z,2023-01-10T08:55:38.112Z
https://doi.org/10.1016/j.patrec.2021.05.022,10.1016,references,https://doi.org/10.7910/DVN/OPQMVF,2023-01-09T18:33:15.000Z,2023-01-11T08:56:00.816Z
https://doi.org/10.1017/nws.2021.9,10.1017,references,https://doi.org/10.7910/DVN/QI2T9A,2023-01-09T18:12:03.000Z,2023-01-17T08:55:48.632Z
https://doi.org/10.1038/s41558-022-01548-6,10.1038,references,https://doi.org/10.7910/DVN/8V9FDH,2023-01-09T17:41:33.000Z,2023-01-13T08:55:27.121Z
https://doi.org/10.1145/3474717.3483926,10.1145,references,https://doi.org/10.7910/DVN/YLWCSU,2023-01-09T17:16:06.000Z,2023-01-11T08:55:50.798Z
https://doi.org/10.1177/18681026221139499,10.1177,references,https://doi.org/10.7910/DVN/LEJUQZ,2023-01-09T08:44:01.000Z,2023-01-10T08:55:38.462Z
https://doi.org/10.1017/pan.2022.35,10.1017,references,https://doi.org/10.7910/DVN/TFQPCM,2023-01-09T05:57:23.000Z,2023-01-11T08:55:39.523Z
https://doi.org/10.1002/rhc3.12232,10.1002,references,https://doi.org/10.7910/DVN/VOQCHQ,2023-01-09T05:40:33.000Z,2023-01-18T08:56:33.875Z
https://doi.org/10.1038/s41467-021-25637-w,10.1038,references,https://doi.org/10.7910/DVN/7KJWV3,2023-01-08T23:40:56.000Z,2023-01-17T08:56:09.773Z
https://doi.org/10.1016/j.jebo.2021.08.010,10.1016,references,https://doi.org/10.7910/DVN/1MIV1Z,2023-01-08T23:12:50.000Z,2023-01-11T08:56:00.805Z
https://doi.org/10.1371/journal.pone.0255519,10.1371,references,https://doi.org/10.7910/DVN/OQIPRW,2023-01-08T21:41:46.000Z,2023-01-12T08:55:30.184Z
https://doi.org/10.1371/journal.pone.0256407,10.1371,references,https://doi.org/10.7910/DVN/VOQCHQ,2023-01-08T21:41:24.000Z,2023-01-17T08:55:36.980Z
https://doi.org/10.1257/aeri.20200336,10.1257,references,https://doi.org/10.7910/DVN/GDF6Z0,2023-01-08T06:40:19.000Z,2023-01-12T08:56:01.825Z
https://doi.org/10.1145/3356395.3365540,10.1145,references,https://doi.org/10.7910/DVN/QI2T9A,2023-01-07T05:59:24.000Z,2023-01-10T08:55:37.730Z
https://doi.org/10.1163/24523666-bja10027,10.1163,references,https://doi.org/10.7910/DVN/T9SDEW,2023-01-07T05:40:39.000Z,2023-01-08T08:55:49.063Z
https://doi.org/10.1145/3356994.3365503,10.1145,references,https://doi.org/10.7910/DVN/NUXGU8,2023-01-06T08:13:27.000Z,2023-01-08T08:55:38.906Z
https://doi.org/10.1057/palcomms.2015.16,10.1057,references,https://doi.org/10.7910/DVN/MCXTHF,2023-01-06T06:08:43.000Z,2023-01-11T08:55:39.435Z
https://doi.org/10.1057/palcomms.2015.29,10.1057,references,https://doi.org/10.7910/DVN/Q8DDM9,2023-01-06T06:06:50.000Z,2023-01-10T08:55:37.733Z
https://doi.org/10.1057/palcomms.2015.23,10.1057,references,https://doi.org/10.7910/DVN/NRWQYU,2023-01-06T06:06:49.000Z,2023-01-08T08:55:49.259Z
https://doi.org/10.1057/palcomms.2015.22,10.1057,references,https://doi.org/10.7910/DVN/ELSYXO,2023-01-06T06:05:12.000Z,2023-01-08T08:55:38.421Z
https://doi.org/10.14784/marufacd.975954,10.14784,references,https://doi.org/10.7910/DVN/LM4OWF,2023-01-05T21:12:54.000Z,2023-01-06T08:55:48.828Z
https://doi.org/10.1101/2021.07.26.21250865,10.1101,references,https://doi.org/10.7910/DVN/42MVDX,2023-01-05T20:13:38.000Z,2023-01-08T08:55:27.666Z
https://doi.org/10.1080/00330124.2017.1310623,10.1080,references,https://doi.org/10.7910/DVN/LU8KRU,2023-01-05T18:41:11.000Z,2023-01-07T08:55:37.984Z
https://doi.org/10.3390/su15021001,10.3390,references,https://doi.org/10.7910/DVN/WW1PD6,2023-01-05T11:44:01.000Z,2023-01-07T08:55:48.991Z
https://doi.org/10.3390/su15021001,10.3390,references,https://doi.org/10.7910/DVN/SB8ZTM,2023-01-05T11:44:01.000Z,2023-01-07T08:55:49.081Z
https://doi.org/10.1057/palcomms.2016.10,10.1057,references,https://doi.org/10.7910/DVN/EXWJRJ,2023-01-05T07:40:20.000Z,2023-01-07T08:55:27.455Z
https://doi.org/10.1186/s40708-021-00135-3,10.1186,references,https://doi.org/10.7910/DVN/MIBZLZ,2023-01-05T07:09:36.000Z,2023-01-08T08:55:27.363Z
https://doi.org/10.1017/s1049096522001251,10.1017,references,https://doi.org/10.7910/DVN/CX7DEW,2023-01-05T06:11:50.000Z,2023-01-12T08:56:01.515Z
https://doi.org/10.1017/s1049096522001238,10.1017,references,https://doi.org/10.7910/DVN/WM6AOP,2023-01-05T06:11:44.000Z,2023-01-07T08:55:38.583Z
https://doi.org/10.3390/ijerph20010617,10.3390,references,https://doi.org/10.7910/DVN/HIDLTK,2023-01-04T09:12:42.000Z,2023-01-06T08:55:37.509Z
https://doi.org/10.1016/j.compchemeng.2021.107281,10.1016,references,https://doi.org/10.7910/DVN/6C3JR1,2023-01-04T07:14:00.000Z,2023-01-05T08:55:48.079Z
https://doi.org/10.1017/s0043887121000228,10.1017,references,https://doi.org/10.7910/DVN/IECK9V,2023-01-03T22:11:47.000Z,2023-01-06T08:55:37.751Z
https://doi.org/10.1017/s0043887121000149,10.1017,references,https://doi.org/10.7910/DVN/UMWLMB,2023-01-03T22:11:22.000Z,2023-01-04T08:56:00.636Z
https://doi.org/10.1017/s0043887121000113,10.1017,references,https://doi.org/10.7910/DVN/PYZXLF,2023-01-03T22:11:14.000Z,2023-01-05T08:55:37.650Z
https://doi.org/10.1017/s0043887121000216,10.1017,references,https://doi.org/10.7910/DVN/SCXPHI,2023-01-03T22:11:14.000Z,2023-01-06T08:55:26.466Z
https://doi.org/10.1017/s0043887121000113,10.1017,references,https://doi.org/10.7910/DVN/QFEPXD,2023-01-03T22:11:14.000Z,2023-01-06T08:55:26.777Z
https://doi.org/10.1017/s0043887120000234,10.1017,references,https://doi.org/10.7910/DVN/ITLVMH,2023-01-03T22:11:06.000Z,2023-01-06T08:55:37.606Z
https://doi.org/10.1017/s0043887120000295,10.1017,references,https://doi.org/10.7910/DVN/KOIKBJ,2023-01-03T22:11:00.000Z,2023-01-05T08:55:47.985Z
https://doi.org/10.1017/s0043887121000022,10.1017,references,https://doi.org/10.7910/DVN/DYWBRH,2023-01-03T22:10:59.000Z,2023-01-07T08:55:38.674Z
https://doi.org/10.1017/s004388712000026x,10.1017,references,https://doi.org/10.7910/DVN/5JH0WJ,2023-01-03T22:10:58.000Z,2023-01-08T08:55:38.757Z
https://doi.org/10.1017/s0043887120000222,10.1017,references,https://doi.org/10.7910/DVN/13P4YD,2023-01-03T22:10:50.000Z,2023-01-05T08:55:37.541Z
https://doi.org/10.1017/s0043887121000137,10.1017,references,https://doi.org/10.7910/DVN/4G5BSV,2023-01-03T22:10:44.000Z,2023-01-05T08:55:26.478Z
https://doi.org/10.1017/s0043887118000321,10.1017,references,https://doi.org/10.7910/DVN/AE2FHZ,2023-01-03T22:10:25.000Z,2023-01-09T08:55:47.632Z
https://doi.org/10.1017/s0043887118000096,10.1017,references,https://doi.org/10.7910/DVN/GTIOIU,2023-01-03T22:10:22.000Z,2023-01-04T08:55:49.785Z
https://doi.org/10.1017/s004388712000012x,10.1017,references,https://doi.org/10.7910/DVN/ADYQWK,2023-01-03T22:10:21.000Z,2023-01-14T08:55:36.555Z
https://doi.org/10.1017/s0043887120000064,10.1017,references,https://doi.org/10.7910/DVN/5XM0XM,2023-01-03T22:10:20.000Z,2023-01-07T08:55:38.816Z
https://doi.org/10.1017/s0043887120000027,10.1017,references,https://doi.org/10.7910/DVN/QTUFUW,2023-01-03T22:10:16.000Z,2023-01-12T08:55:40.870Z
https://doi.org/10.1017/s0043887120000039,10.1017,references,https://doi.org/10.7910/DVN/OWGEAR,2023-01-03T22:10:12.000Z,2023-01-05T08:55:37.288Z
https://doi.org/10.1017/s0043887119000145,10.1017,references,https://doi.org/10.7910/DVN/YR4EQH,2023-01-03T22:10:05.000Z,2023-01-07T08:55:27.233Z
https://doi.org/10.1017/s0043887119000029,10.1017,references,https://doi.org/10.7910/DVN/LU8IDT,2023-01-03T22:10:04.000Z,2023-01-08T08:55:27.738Z
https://doi.org/10.1007/s10696-022-09482-7,10.1007,references,https://doi.org/10.7910/DVN/HGJAQT,2023-01-03T05:48:24.000Z,2023-01-05T08:55:36.975Z
https://doi.org/10.1017/s0043887121000010,10.1017,references,https://doi.org/10.7910/DVN/ANNXHW,2023-01-02T21:42:24.000Z,2023-01-05T08:55:37.135Z
https://doi.org/10.1080/0098261x.2022.2123287,10.1080,references,https://doi.org/10.7910/DVN/AP54NE,2023-01-02T16:40:41.000Z,2023-01-05T08:55:38.179Z
https://doi.org/10.1515/for-2017-0034,10.1515,references,https://doi.org/10.7910/DVN/GDF6Z0,2023-01-02T12:13:48.000Z,2023-01-04T08:55:50.382Z
https://doi.org/10.1145/3449183,10.1145,references,https://doi.org/10.7910/DVN/QAN5VX,2023-01-02T06:04:37.000Z,2023-01-04T08:55:49.316Z
https://doi.org/10.1145/3443687,10.1145,references,https://doi.org/10.7910/DVN/28075,2023-01-01T21:40:44.000Z,2023-01-03T08:55:37.304Z
https://doi.org/10.1145/3404820.3404823,10.1145,references,https://doi.org/10.7910/DVN/LW0BTB,2023-01-01T08:40:49.000Z,2023-01-02T08:55:47.058Z
https://doi.org/10.1016/j.asieco.2022.101578,10.1016,references,https://doi.org/10.7910/DVN/28075,2022-12-31T16:44:50.000Z,2023-01-01T08:55:58.298Z
https://doi.org/10.1177/00027642211021627,10.1177,references,https://doi.org/10.7910/DVN/VWGF5Q,2022-12-31T09:11:59.000Z,2023-01-01T08:55:58.308Z
https://doi.org/10.3390/geosciences11060254,10.3390,references,https://doi.org/10.7910/DVN/ZABGNF,2022-12-31T06:17:52.000Z,2023-01-02T08:55:46.944Z
https://doi.org/10.1145/2639988.2661641,10.1145,references,https://doi.org/10.7910/DVN/26147,2022-12-30T22:12:21.000Z,2023-01-01T08:55:47.450Z
https://doi.org/10.1145/2643132,10.1145,references,https://doi.org/10.7910/DVN/26147,2022-12-30T18:40:39.000Z,2022-12-31T08:55:48.397Z
https://doi.org/10.1257/aer.20210140,10.1257,references,https://doi.org/10.7910/DVN/IG0UN2,2022-12-30T14:43:01.000Z,2022-12-31T08:55:38.108Z
https://doi.org/10.1257/aer.20210140,10.1257,references,https://doi.org/10.7910/DVN/H8SFD2,2022-12-30T14:43:01.000Z,2022-12-31T08:55:48.542Z
https://doi.org/10.1177/20578911221144101,10.1177,references,https://doi.org/10.7910/DVN/QFEPXD,2022-12-30T14:15:36.000Z,2023-01-01T08:55:47.310Z
https://doi.org/10.1017/s0043887121000083,10.1017,references,https://doi.org/10.7910/DVN/PGMX3H,2022-12-30T13:41:26.000Z,2023-01-01T08:55:47.447Z
https://doi.org/10.1017/s0043887121000046,10.1017,references,https://doi.org/10.7910/DVN/IVKRZY,2022-12-30T12:12:05.000Z,2023-01-01T08:55:47.052Z
https://doi.org/10.1017/s0043887121000034,10.1017,references,https://doi.org/10.7910/DVN/M0PKZE,2022-12-30T09:41:20.000Z,2022-12-31T08:55:48.686Z
https://doi.org/10.1017/s0043887121000034,10.1017,references,https://doi.org/10.7910/DVN/SMPK2N,2022-12-30T09:41:20.000Z,2022-12-31T08:55:49.248Z
https://doi.org/10.1111/ina.12785,10.1111,references,https://doi.org/10.7910/DVN/7UBE7P,2022-12-29T17:42:29.000Z,2022-12-31T08:55:38.722Z
https://doi.org/10.1007/s10530-022-02944-x,10.1007,references,https://doi.org/10.7910/DVN/SJ2S0H,2022-12-29T09:43:28.000Z,2022-12-30T08:56:08.920Z
https://doi.org/10.1177/13540661221140099,10.1177,references,https://doi.org/10.7910/DVN/5EMETG,2022-12-29T07:11:48.000Z,2022-12-30T08:56:09.592Z
https://doi.org/10.1186/s40878-021-00227-3,10.1186,references,https://doi.org/10.7910/DVN/PDYRWL,2022-12-28T14:42:22.000Z,2022-12-29T08:55:50.111Z
https://doi.org/10.1080/0361073x.2022.2048586,10.1080,references,https://doi.org/10.7910/DVN/ER8ICT,2022-12-28T12:41:32.000Z,2022-12-29T08:56:11.061Z
https://doi.org/10.14778/3467861.3467864,10.14778,references,https://doi.org/10.7910/DVN/TDOAPG,2022-12-28T11:13:03.000Z,2022-12-29T08:56:01.351Z
https://doi.org/10.14778/3467861.3467870,10.14778,references,https://doi.org/10.7910/DVN/TDOAPG,2022-12-28T11:12:33.000Z,2022-12-29T08:55:48.812Z
https://doi.org/10.1016/j.ejrh.2022.101312,10.1016,references,https://doi.org/10.7910/DVN/YGIVCD,2022-12-28T04:41:45.000Z,2022-12-29T08:56:01.350Z
https://doi.org/10.1177/11297298221142375,10.1177,references,https://doi.org/10.7910/DVN/UKUV4G,2022-12-27T13:42:14.000Z,2022-12-29T08:55:38.695Z
https://doi.org/10.1111/lang.12557,10.1111,references,https://doi.org/10.7910/DVN/TAFRCO,2022-12-27T11:17:31.000Z,2022-12-29T08:55:38.121Z
https://doi.org/10.1017/s0007123422000357,10.1017,references,https://doi.org/10.7910/DVN/RCO69B,2022-12-27T09:47:15.000Z,2022-12-29T08:55:38.368Z
https://doi.org/10.1080/02722011.2022.2147756,10.1080,references,https://doi.org/10.7910/DVN/DUS88V,2022-12-27T06:25:10.000Z,2022-12-29T08:55:27.919Z
https://doi.org/10.3389/fsoc.2021.659372,10.3389,references,https://doi.org/10.7910/DVN/TTMZ08,2022-12-26T21:13:12.000Z,2022-12-28T08:55:38.428Z
https://doi.org/10.1257/pol.20180631,10.1257,references,https://doi.org/10.7910/DVN/LEJUQZ,2022-12-26T05:30:55.000Z,2022-12-28T08:55:27.962Z
https://doi.org/10.31470/10.31470/2706-7904-2020-15-297-302,10.31470,references,https://doi.org/10.7910/DVN/Y2YGH7,2022-12-25T19:10:46.000Z,2022-12-27T08:55:27.036Z
https://doi.org/10.31470/2706-7904-2020-15-297-302,10.31470,references,https://doi.org/10.7910/DVN/Y2YGH7,2022-12-25T18:41:32.000Z,2022-12-27T08:55:27.109Z
https://doi.org/10.31470/2309-1797-2022-32-2-106-127,10.31470,references,https://doi.org/10.7910/DVN/X5INQK,2022-12-25T17:42:09.000Z,2022-12-26T08:55:58.240Z
https://doi.org/10.31470/2309-1797-2022-32-1-189-206,10.31470,references,https://doi.org/10.7910/DVN/FDLVES,2022-12-25T17:41:57.000Z,2022-12-26T08:55:47.654Z
https://doi.org/10.1080/00221546.2021.1897965,10.1080,references,https://doi.org/10.7910/DVN/GDF6Z0,2022-12-25T05:24:09.000Z,2022-12-26T08:55:58.530Z
https://doi.org/10.1080/14772019.2021.1894612,10.1080,references,https://doi.org/10.7910/DVN/E4TLZV,2022-12-24T13:11:24.000Z,2022-12-26T08:55:47.866Z
https://doi.org/10.1111/caje.12404,10.1111,references,https://doi.org/10.7910/DVN/26448,2022-12-24T07:10:07.000Z,2022-12-25T08:55:51.449Z
https://doi.org/10.1057/palcomms.2017.21,10.1057,references,https://doi.org/10.7910/DVN/DB3OXQ,2022-12-24T05:33:16.000Z,2022-12-25T08:55:51.303Z
https://doi.org/10.1016/j.worlddev.2021.105468,10.1016,references,https://doi.org/10.7910/DVN/ZGPTNI,2022-12-23T19:40:35.000Z,2022-12-25T08:55:32.533Z
https://doi.org/10.2139/ssrn.3819029,10.2139,references,https://doi.org/10.7910/DVN/UD3FFR,2022-12-23T16:11:31.000Z,2022-12-24T08:56:00.132Z
https://doi.org/10.1136/bmjgh-2020-004837,10.1136,references,https://doi.org/10.7910/DVN/UVBVZ7,2022-12-23T13:49:16.000Z,2022-12-24T08:55:38.833Z
https://doi.org/10.3847/2041-8213/ac9ebf,10.3847,references,https://doi.org/10.7910/DVN/LPUHIQ,2022-12-23T12:44:58.000Z,2022-12-24T08:55:59.607Z
https://doi.org/10.1017/s1049096522001354,10.1017,references,https://doi.org/10.7910/DVN/4RCJAC,2022-12-23T11:45:25.000Z,2022-12-24T08:55:49.508Z
https://doi.org/10.1016/j.jcoa.2022.100076,10.1016,references,https://doi.org/10.7910/DVN/WMTEMF,2022-12-23T11:44:05.000Z,2022-12-25T08:55:40.076Z
https://doi.org/10.3102/00028312221140029,10.3102,references,https://doi.org/10.7910/DVN/VOQCHQ,2022-12-23T05:51:12.000Z,2022-12-24T08:55:59.848Z
https://doi.org/10.1080/13510347.2021.1901688,10.1080,references,https://doi.org/10.7910/DVN/4JQRCL,2022-12-22T19:12:07.000Z,2022-12-23T08:56:01.495Z
https://doi.org/10.23932/2542-0240-2020-13-2-13,10.23932,references,https://doi.org/10.7910/DVN/RLLL1V,2022-12-22T15:41:44.000Z,2022-12-23T08:56:00.953Z
https://doi.org/10.1017/spq.2020.8,10.1017,references,https://doi.org/10.7910/DVN/3WZFK9,2022-12-22T06:24:41.000Z,2022-12-23T08:55:50.724Z
https://doi.org/10.1177/0022002721997895,10.1177,references,https://doi.org/10.7910/DVN/ZTPW0Y,2022-12-22T06:24:40.000Z,2022-12-23T08:56:01.849Z
https://doi.org/10.1017/s000712342200062x,10.1017,references,https://doi.org/10.7910/DVN/ZN9U5I,2022-12-22T06:23:18.000Z,2022-12-23T08:55:39.342Z
https://doi.org/10.2139/ssrn.3780005,10.2139,references,https://doi.org/10.7910/DVN/GSO5FP,2022-12-22T06:23:01.000Z,2022-12-23T08:55:51.185Z
https://doi.org/10.1017/s0014479722000539,10.1017,references,https://doi.org/10.7910/DVN/TIKPWY,2022-12-22T06:07:34.000Z,2022-12-24T08:55:37.932Z
https://doi.org/10.1017/s0014479722000539,10.1017,references,https://doi.org/10.7910/DVN/FSSKBW,2022-12-22T06:07:34.000Z,2022-12-24T08:55:37.987Z
https://doi.org/10.2139/ssrn.3802627,10.2139,references,https://doi.org/10.7910/DVN/FJLMKT,2022-12-21T11:15:33.000Z,2022-12-22T08:56:04.166Z
https://doi.org/10.1017/s0003055422001162,10.1017,references,https://doi.org/10.7910/DVN/PKI60Z,2022-12-21T09:18:24.000Z,2022-12-23T08:55:28.214Z
https://doi.org/10.3390/ani11030784,10.3390,references,https://doi.org/10.7910/DVN/BLWPZN,2022-12-21T07:10:13.000Z,2022-12-22T08:56:11.619Z
https://doi.org/10.12688/f1000research.121901.3,10.12688,references,https://doi.org/10.7910/DVN/Y7K97E,2022-12-20T15:18:17.000Z,2022-12-22T08:55:50.571Z
https://doi.org/10.1017/pan.2020.47,10.1017,references,https://doi.org/10.7910/DVN/EACMTV,2022-12-20T13:38:46.000Z,2022-12-22T08:55:40.342Z
https://doi.org/10.12688/f1000research.54315.2,10.12688,references,https://doi.org/10.7910/DVN/8X5KKB,2022-12-20T12:46:32.000Z,2022-12-21T08:56:36.645Z
https://doi.org/10.1038/s41598-022-25874-z,10.1038,references,https://doi.org/10.7910/DVN/5P81D4,2022-12-20T11:45:25.000Z,2022-12-21T08:56:25.307Z
https://doi.org/10.1017/s0003055421000034,10.1017,references,https://doi.org/10.7910/DVN/9CEQKX,2022-12-20T06:06:08.000Z,2022-12-21T08:56:35.603Z
https://doi.org/10.1007/s41027-020-00298-3,10.1007,references,https://doi.org/10.7910/DVN/RRXQNT,2022-12-19T23:13:59.000Z,2022-12-21T08:56:25.715Z
https://doi.org/10.1134/s1063784221020158,10.1134,references,https://doi.org/10.7910/DVN/RPON1M,2022-12-19T11:15:43.000Z,2022-12-21T08:56:25.179Z
https://doi.org/10.1017/xps.2022.27,10.1017,references,https://doi.org/10.7910/DVN/KSOHIX,2022-12-19T09:45:15.000Z,2022-12-20T08:55:51.585Z
https://doi.org/10.14746/sr.2022.6.4.03,10.14746,references,https://doi.org/10.7910/DVN/8NEL7B,2022-12-19T08:45:35.000Z,2022-12-21T08:56:14.911Z
https://doi.org/10.1017/s0003055422001174,10.1017,references,https://doi.org/10.7910/DVN/TA1T4V,2022-12-19T08:44:27.000Z,2022-12-20T08:56:01.536Z
https://doi.org/10.1017/s0003055422001290,10.1017,references,https://doi.org/10.7910/DVN/3RWCPB,2022-12-19T08:43:32.000Z,2022-12-21T08:56:25.121Z
https://doi.org/10.1123/jpah.2022-0160,10.1123,references,https://doi.org/10.7910/DVN/O7GQIM,2022-12-19T08:14:41.000Z,2022-12-21T08:56:14.783Z
https://doi.org/10.1007/s44212-022-00019-9,10.1007,references,https://doi.org/10.7910/DVN/K7760H,2022-12-19T04:42:49.000Z,2022-12-20T08:56:00.393Z
https://doi.org/10.1017/s000305542100006x,10.1017,references,https://doi.org/10.7910/DVN/DZWOCK,2022-12-18T20:40:10.000Z,2022-12-19T08:55:27.841Z
https://doi.org/10.1111/ajae.12206,10.1111,references,https://doi.org/10.7910/DVN/9XE95F,2022-12-18T20:10:48.000Z,2022-12-20T08:55:28.927Z
https://doi.org/10.1177/09636625221138953,10.1177,references,https://doi.org/10.7910/DVN/JOE5WO,2022-12-17T12:17:43.000Z,2022-12-18T08:55:50.537Z
https://doi.org/10.1002/adom.202202370,10.1002,references,https://doi.org/10.7910/DVN/Q3SV7A,2022-12-17T06:53:01.000Z,2022-12-18T08:55:39.157Z
https://doi.org/10.1080/19331681.2022.2037118,10.1080,references,https://doi.org/10.7910/DVN/HTTWYL,2022-12-15T21:51:51.000Z,2022-12-16T08:55:48.900Z
https://doi.org/10.1007/s10722-022-01507-2,10.1007,references,https://doi.org/10.7910/DVN/5B9IV5,2022-12-15T16:47:01.000Z,2022-12-17T08:55:28.145Z
https://doi.org/10.1177/00420980221135410,10.1177,references,https://doi.org/10.7910/DVN/3WZFK9,2022-12-15T07:40:54.000Z,2022-12-16T08:55:49.418Z
https://doi.org/10.1017/pan.2020.42,10.1017,references,https://doi.org/10.7910/DVN/GEC2LS,2022-12-14T18:41:18.000Z,2022-12-15T08:56:10.620Z
https://doi.org/10.1038/s41893-022-00965-x,10.1038,references,https://doi.org/10.7910/DVN/PRFF8V,2022-12-14T16:45:48.000Z,2022-12-16T08:55:28.145Z
https://doi.org/10.1021/acs.iecr.2c02785,10.1021,references,https://doi.org/10.7910/DVN/6C3JR1,2022-12-14T15:44:38.000Z,2022-12-15T08:55:49.751Z
https://doi.org/10.1177/00420980221127401,10.1177,references,https://doi.org/10.7910/DVN/VOQCHQ,2022-12-14T14:41:53.000Z,2022-12-15T08:56:10.962Z
https://doi.org/10.1038/s41598-022-25800-3,10.1038,references,https://doi.org/10.7910/DVN/EGZHFV,2022-12-14T11:43:08.000Z,2022-12-15T08:56:10.077Z
https://doi.org/10.1038/s41598-022-25800-3,10.1038,references,https://doi.org/10.7910/DVN/QJWLFU,2022-12-14T11:43:08.000Z,2022-12-15T08:56:10.819Z
https://doi.org/10.1017/s0003055422001435,10.1017,references,https://doi.org/10.7910/DVN/LMW871,2022-12-14T08:15:36.000Z,2022-12-15T08:56:11.199Z
