datasetVersionId,persistentUrl,persistent_id,authorName,authorAffiliation,authorIdentifierScheme,authorIdentifier
921,https://hdl.handle.net/1902.29/11170,,"Bair, Eric","Center for Pain Research and Innovation, Departments of Biostatistics and Endodontics, University of North Carolina at Chapel Hill",,
921,https://hdl.handle.net/1902.29/11170,,"Slade, Gary D.","Center for Pain Research and Innovation, Departments of Dental Ecology and Epidemiology, University of North Carolina at Chapel Hill",,
921,https://hdl.handle.net/1902.29/11170,,"Maixner, William","Center for Pain Research and Innovation, Departments of Endodontics and Pharmacology, University of North Carolina at Chapel Hill",,
921,https://hdl.handle.net/1902.29/11170,,"Smith, Shad B.","Center for Pain Research and Innovation, University of North Carolina at Chapel Hill",,
921,https://hdl.handle.net/1902.29/11170,,"Diatchenko, Luda","Alan Edwards Centre for Research on Pain, McGill University",,
921,https://hdl.handle.net/1902.29/11170,,"Weir, Bruce","Department of Biostatistics, University of Washington",,
1696,https://hdl.handle.net/1902.29/D-33409,,"Bratton, Kathleen A.",,,
1696,https://hdl.handle.net/1902.29/D-33409,,"Haynie, Kerry L.",,,
1696,https://hdl.handle.net/1902.29/D-33409,,"Rabinowitz, George",,,
5218,https://hdl.handle.net/1902.29/11301,,"Abdullaev, S",,,
5218,https://hdl.handle.net/1902.29/11301,,"Tate, J E",,,
5218,https://hdl.handle.net/1902.29/11301,,"Bassett-Hileman, S",,,
5218,https://hdl.handle.net/1902.29/11301,,"Weir, S S",,,
3994,https://hdl.handle.net/1902.29/CD-11500,,U.S. Department of Health and Human Services,,,
3994,https://hdl.handle.net/1902.29/CD-11500,,Centers for Disease Control and Prevention,,,
3994,https://hdl.handle.net/1902.29/CD-11500,,National Center for Health Statistics,,,
3298,https://hdl.handle.net/1902.29/H-37767,,"Harris Interactive, Inc.",,,
593,https://hdl.handle.net/1902.29/11722,,N/A,,,
1814,https://hdl.handle.net/1902.29/D-1345,,International Statistical Institute,,,
1814,https://hdl.handle.net/1902.29/D-1345,,"Corporacion Centro, Regional de Poblacion",,,
5355,https://hdl.handle.net/1902.29/11889,,"Fillingim, Roger B.","Department of Community Dentistry & Behavioral Science, College of Dentistry, University of Florida",,
5355,https://hdl.handle.net/1902.29/11889,,"Ohrbach, Richard","Department of Oral Diagnostic Sciences, University at Buffalo",,
5355,https://hdl.handle.net/1902.29/11889,,"Greenspan, Joel D.","Department of Neural and Pain Sciences & Brotman Facial Pain Center, University of Maryland Dental School",,
5355,https://hdl.handle.net/1902.29/11889,,"Knott, Charles","Battelle Memorial Institute, Centers for Public Health Research and Evaluation",,
5355,https://hdl.handle.net/1902.29/11889,,"Dubner, Ronald","Department of Neural and Pain Sciences & Brotman Facial Pain Center, University of Maryland Dental School",,
5355,https://hdl.handle.net/1902.29/11889,,"Bair, Eric","Center for Pain Research and Innovation, Departments of Biostatistics and Endodontics, University of North Carolina at Chapel Hill",,
5355,https://hdl.handle.net/1902.29/11889,,"Slade, Gary D.","Center for Pain Research and Innovation, Departments of Dental Ecology and Epidemiology, University of North Carolina at Chapel Hill",,
5355,https://hdl.handle.net/1902.29/11889,,"Maixner, William","Center for Pain Research and Innovation, Departments of Endodontics and Pharmacology, University of North Carolina at Chapel Hill",,
5355,https://hdl.handle.net/1902.29/11889,,"Smith, Shad B.","Center for Pain Research and Innovation, University of North Carolina at Chapel Hill",,
5355,https://hdl.handle.net/1902.29/11889,,"Diatchenko, Luda","Alan Edwards Centre for Research on Pain, McGill University",,
5355,https://hdl.handle.net/1902.29/11889,,"Weir, Bruce","Department of Biostatistics, University of Washington",,
2283,https://hdl.handle.net/1902.29/H-P3735,,"Louis Harris and Associates, Inc.",,,
196,https://doi.org/10.15139/S3/11939,,N/A,,,
31203,https://doi.org/10.15139/S3/BX0RZE,,"Lee, Joseph",East Carolina University,ORCID,0000-0001-9698-649X
31203,https://doi.org/10.15139/S3/BX0RZE,,"Boynton, Marcella",University of North Carolina at Chapel Hill,,
1869,https://hdl.handle.net/1902.29/D-17538,,"Martin-Baro, Ignacio",,,
3047,https://hdl.handle.net/1902.29/H-901108,,"Louis Harris and Associates, Inc.",,,
3116,https://hdl.handle.net/1902.29/H-913001,,"Louis Harris and Associates, Inc.",,,
5220,https://hdl.handle.net/1902.29/11397,,Central Statistical Office - Project Concern International (Zambia),Ministry of Health,,
5220,https://hdl.handle.net/1902.29/11397,,MEASURE Evaluation,,,
1376,https://hdl.handle.net/1902.29/D-31256,,"Center for Survey Research, Indiana University",,,
2454,https://hdl.handle.net/1902.29/H-1866,,"Louis Harris and Associates, Inc.",,,
3922,https://hdl.handle.net/1902.29/CD-10992,,National Center for Health Statistics,,,
3922,https://hdl.handle.net/1902.29/CD-10992,,U.S. Department of Health and Human Services,,,
3922,https://hdl.handle.net/1902.29/CD-10992,,U.S. National Center for Health Statistics,,,
1632,https://hdl.handle.net/1902.29/D-215,,"Agger, R",,,
2945,https://hdl.handle.net/1902.29/H-871202,,"Louis Harris and Associates, Inc.",,,
4956,https://hdl.handle.net/1902.29/D-16222,,G. S. Black,,,
4956,https://hdl.handle.net/1902.29/D-16222,,USA Today Newspaper,,,
3558,https://hdl.handle.net/1902.29/CAPS-VALSUR,,N/A,,,
385,https://hdl.handle.net/1902.29/11757,,"Kempker, Jordan","Emory University School of Medicine, Division of Pulmonary and Critical Care Medicine",,
30915,https://doi.org/10.15139/S3/GKH2QD,,Child Health and Mortality Prevention Surveillance,"Emory Global Health Institute, Emory University",,
4154,https://hdl.handle.net/1902.29/D-30585,,FGI,,,
1231,https://hdl.handle.net/1902.29/11687,,N/A,,,
30719,https://doi.org/10.15139/S3/8UQM6X,,"Mendez, Israel",East Carolina University,,
30719,https://doi.org/10.15139/S3/8UQM6X,,"Averett, Paige",East Carolina University,ORCID,0000-0001-8884-0781
30719,https://doi.org/10.15139/S3/8UQM6X,,"Lee, Joseph",East Carolina University,ORCID,0000-0001-9698-649X
3128,https://hdl.handle.net/1902.29/H-921106,,"Louis Harris and Associates, Inc.",,,
504,https://hdl.handle.net/1902.29/11222,,Central Statistical Office,,,
504,https://hdl.handle.net/1902.29/11222,,Ministry of Health,,,
504,https://hdl.handle.net/1902.29/11222,,MEASURE Evaluation,,,
504,https://hdl.handle.net/1902.29/11222,,University of Zambia,,,
504,https://hdl.handle.net/1902.29/11222,,National HIV/AIDS/STI/TB Council,,,
2229,https://hdl.handle.net/1902.29/H-2324,,"Louis Harris and Associates, Inc.",,,
5060,https://hdl.handle.net/1902.29/D-16152,,G. S. Black,,,
5060,https://hdl.handle.net/1902.29/D-16152,,USA Today Newspaper,,,
4332,https://hdl.handle.net/1902.29/D-30911,,"Survey Research Center, University of Kentucky",,,
2795,https://hdl.handle.net/1902.29/H-828440,,"Harris Interactive, Inc.",,,
26461,https://doi.org/10.15139/S3/X7RCDF,,"Grewen, Karen",University of North Carolina at Chapel Hill,,
4686,https://hdl.handle.net/1902.29/D-20038,,"Christiansen, James",,,
2232,https://hdl.handle.net/1902.29/H-2330,,"Louis Harris and Associates, Inc.",,,
29368,https://doi.org/10.15139/S3/ZQINV7,,Monmouth University Polling Institute,Monmouth University,,
5040,https://hdl.handle.net/1902.29/D-16146,,G. S. Black,,,
5040,https://hdl.handle.net/1902.29/D-16146,,USA Today Newspaper,,,
2708,https://hdl.handle.net/1902.29/H-802114,,"Louis Harris and Associates, Inc.",,,
31115,https://doi.org/10.15139/S3/K03YHD,,"Le, Bonnie",University of Rochester,ORCID,0000-0002-1857-6716
31115,https://doi.org/10.15139/S3/K03YHD,,"Impett, Emily",University of Toronto Mississauga,ORCID,0000-0003-3348-7524
2267,https://hdl.handle.net/1902.29/H-A027,,National Research Center for the Arts,,,
2267,https://hdl.handle.net/1902.29/H-A027,,"Louis Harris and Associates, Inc.",,,
2693,https://hdl.handle.net/1902.29/H-794022,,"Louis Harris and Associates, Inc.",,,
2693,https://hdl.handle.net/1902.29/H-794022,,National Federation of Business and Professional Women,,,
4158,https://hdl.handle.net/1902.29/D-30591,,FGI,,,
1243,https://hdl.handle.net/1902.29/11693,,N/A,,,
886,https://hdl.handle.net/1902.29/11575,,"Fillingim, Roger B.","University of Florida, College of Dentistry, and North Florida/South Georgia Veterans Health System",,
886,https://hdl.handle.net/1902.29/11575,,"Ohrbach, Richard","Department of Oral Diagnostic Sciences, University at Buffalo",,
886,https://hdl.handle.net/1902.29/11575,,"Greenspan, Joel D.","Department of Neural and Pain Sciences, University of Maryland Dental School",,
886,https://hdl.handle.net/1902.29/11575,,"Knott, Charles","Battelle Memorial Institute, Centers for Public Health Research and Evaluation",,
886,https://hdl.handle.net/1902.29/11575,,"Dubner, Ronald","Department of Neural and Pain Sciences, University of Maryland Dental School",,
886,https://hdl.handle.net/1902.29/11575,,"Bair, Eric","Center for Neurosensory Disorders, Department of Biostatistics, Department of Endodontics, University of North Carolina at Chapel Hill",,
886,https://hdl.handle.net/1902.29/11575,,"Baraian, Cristina","Department of Biostatistics, University of North Carolina at Chapel Hill",,
886,https://hdl.handle.net/1902.29/11575,,"Slade, Gary D.","Center for Neurosensory Disorders, Departments of Dental Ecology and Epidemiology, University of North Carolina at Chapel Hill",,
886,https://hdl.handle.net/1902.29/11575,,"Maixner, William","Center for Neurosensory Disorders, Department of Endodontics, University of North Carolina at Chapel Hill",,
4962,https://hdl.handle.net/1902.29/D-16236,,G. S. Black,,,
4962,https://hdl.handle.net/1902.29/D-16236,,USA Today Newspaper,,,
1396,https://hdl.handle.net/1902.29/11096,,N/A,,,
30993,https://doi.org/10.15139/S3/XGXRXA,,"Reis, Harry",University of Rochester,ORCID,0000-0002-3542-6074
1600,https://doi.org/10.15139/S3/12329,,"Shnitko, T. A.",,,
1600,https://doi.org/10.15139/S3/12329,,"Kennerly, L. C.",,,
1600,https://doi.org/10.15139/S3/12329,,"Spear, D. L.",,,
1600,https://doi.org/10.15139/S3/12329,,"Robinson, D. L.",,,
653,https://hdl.handle.net/1902.29/10189,,State Center for Health Statistics,,,
30357,https://doi.org/10.15139/S3/OOYETQ,,"Hertzberg, Vicki",Emory University,ORCID,
3698,https://hdl.handle.net/1902.29/CD-0088,,U.S. Bureau of the Census,,,
3698,https://hdl.handle.net/1902.29/CD-0088,,U.S. Department of Commerce,,,
3216,https://hdl.handle.net/1902.29/H-941403,,"Louis Harris and Associates, Inc.",,,
3811,https://hdl.handle.net/1902.29/CD-0158,,"Analisis Sociologicos Economicos y Politicos, S.A.",,,
3811,https://hdl.handle.net/1902.29/CD-0158,,International Social Survey Program,,,
3846,https://hdl.handle.net/1902.29/CD-0191,,"U.S. Department of Health and Human Services, National Center for Health Statistics",,,
3846,https://hdl.handle.net/1902.29/CD-0191,,U.S. Department of Health and Human Services,,,
3846,https://hdl.handle.net/1902.29/CD-0191,,National Center for Health Statistics,,,
4375,https://hdl.handle.net/1902.29/D-31074,,A. Alfred Taubman Center for Public Policy and American Institutions. Brown University,,,
527,https://hdl.handle.net/1902.29/10695,,N/A,,,
29411,https://doi.org/10.15139/S3/LKH3VS,,Monmouth University Polling Institute,Monmouth University,,
31061,https://doi.org/10.15139/S3/EMAEGC,,"Overall, Nickola",University of Auckland,ORCID,0000-0002-9703-4383
2217,https://hdl.handle.net/1902.29/H-792118,,"Louis Harris and Associates, Inc.",,,
3370,https://hdl.handle.net/1902.29/CAPS-CMS,,N/A,,,
29762,https://doi.org/10.15139/S3/AFQJSN,,Carolina Population Center,University of North Carolina - Chapel Hill,,
1773,https://hdl.handle.net/1902.29/D-1021,,"Social Sciences Data Services Lab, The University of Oregon",,,
1773,https://hdl.handle.net/1902.29/D-1021,,"The University of Oregon, Social Sciences Data Services Lab",,,
29797,https://hdl.handle.net/1902.29/11736,,"Popkin, Barry",University of North Carolina at Chapel Hill,,
3645,https://hdl.handle.net/1902.29/CD-0228,,National Center for Health Statistics,,,
3645,https://hdl.handle.net/1902.29/CD-0228,,U.S. Department of Health and Human Services,,,
3645,https://hdl.handle.net/1902.29/CD-0228,,U.S. National Center for Health Statistics,,,
1806,https://hdl.handle.net/1902.29/D-1217,,Association of American Medical Colleges,,,
4007,https://hdl.handle.net/1902.29/C-100,,U.S. Bureau of the Census,,,
4007,https://hdl.handle.net/1902.29/C-100,,United States,,,
4466,https://hdl.handle.net/1902.29/D-31418,,"Applied Research Center, Georgia State University",,,
4450,https://hdl.handle.net/1902.29/D-31132,,"Survey Research Laboratory, Florida State University",,,
30702,https://doi.org/10.15139/S3/D2GBVQ,,"Hessick, Carissa Byrne",University of North Carolina School of Law,,
5248,https://hdl.handle.net/1902.29/11409,,Matt Minnotte,H.W. Odum Institute,,
2748,https://hdl.handle.net/1902.29/H-818410,,"Louis Harris and Associates, Inc.",,,
1910,https://hdl.handle.net/1902.29/11739,,N/A,,,
30710,https://doi.org/10.15139/S3/JGXAHA,,Monmouth University Polling Institute,Monmouth University,,
2027,https://doi.org/10.15139/S3/12165,,Jacob R. Neiheisel,"University at Buffalo, SUNY",,
4257,https://hdl.handle.net/1902.29/D-30714,,"Center for Public Interest Polling, Eagleton Institute of Politics, Rutgers University",,,
30674,https://doi.org/10.15139/S3/GUYWW3,,"Talty, Francis",University of Massachusetts Lowell,,
30674,https://doi.org/10.15139/S3/GUYWW3,,"Dyck, Joshua J.",University of Massachusetts Lowell,,
3894,https://hdl.handle.net/1902.29/CD-10935,,U.S. Department of Commerce,,,
3894,https://hdl.handle.net/1902.29/CD-10935,,U.S. Bureau of the Census,,,
517,https://hdl.handle.net/1902.29/10692,,N/A,,,
1288,https://hdl.handle.net/1902.29/11843,,"Hsieh, Jui-Hua",NIEHS,,
5350,https://hdl.handle.net/1902.29/11345,,"Fillingim, Roger B.","Department of Community Dentistry & Behavioral Science, College of Dentistry, University of Florida",,
5350,https://hdl.handle.net/1902.29/11345,,"Ohrbach, Richard","Department of Oral Diagnostic Sciences, University at Buffalo",,
5350,https://hdl.handle.net/1902.29/11345,,"Greenspan, Joel D.","Department of Neural and Pain Sciences & Brotman Facial Pain Center, University of Maryland Dental School",,
5350,https://hdl.handle.net/1902.29/11345,,"Knott, Charles","Battelle Memorial Institute, Centers for Public Health Research and Evaluation",,
5350,https://hdl.handle.net/1902.29/11345,,"Dubner, Ronald","Department of Neural and Pain Sciences & Brotman Facial Pain Center, University of Maryland Dental School",,
5350,https://hdl.handle.net/1902.29/11345,,"Bair, Eric","Center for Pain Research and Innovation, Departments of Biostatistics and Endodontics, University of North Carolina at Chapel Hill",,
5350,https://hdl.handle.net/1902.29/11345,,"Slade, Gary D.","Center for Pain Research and Innovation, Departments of Dental Ecology and Epidemiology, University of North Carolina at Chapel Hill",,
5350,https://hdl.handle.net/1902.29/11345,,"Maixner, William","Center for Pain Research and Innovation, Departments of Endodontics and Pharmacology, University of North Carolina at Chapel Hill",,
5350,https://hdl.handle.net/1902.29/11345,,"Smith, Shad B.","Center for Pain Research and Innovation, University of North Carolina at Chapel Hill",,
5350,https://hdl.handle.net/1902.29/11345,,"Diatchenko, Luda","Alan Edwards Centre for Research on Pain, McGill University",,
5350,https://hdl.handle.net/1902.29/11345,,"Weir, Bruce","Department of Biostatistics, University of Washington",,
148,https://doi.org/10.15139/S3/12410,,"Bonneau, Chris W.; Kelly, Jarrod; Pronin, Kira; Redman, Shane; Zarit, Matthew",University of Pittsburgh,,
2890,https://hdl.handle.net/1902.29/H-861010,,"Louis Harris and Associates, Inc.",,,
4690,https://hdl.handle.net/1902.29/D-20042,,"Roeder, Philip",,,
1597,https://doi.org/10.15139/S3/12509,,Monmouth University Polling Institute,Monmouth University,,
2966,https://hdl.handle.net/1902.29/H-874025,,"Louis Harris and Associates, Inc.",,,
29953,https://hdl.handle.net/1902.29/11731,,"Popkin, Barry",University of North Carolina at Chapel Hill,,
386,https://hdl.handle.net/1902.29/11766,,"O'Riordan, Simon",The University of North Carolina at Chapel Hill,,
3600,https://hdl.handle.net/1902.29/D-30464,,"School of Journalism, University of North Carolina at Chapel Hill",,,
1422,https://hdl.handle.net/1902.29/11355,,N/A,,,
2158,https://hdl.handle.net/1902.29/D-20274,,"Survey Research Laboratory, University of South Carolina",,,
3098,https://hdl.handle.net/1902.29/H-912036,,"Louis Harris and Associates, Inc.",,,
938,https://hdl.handle.net/1902.29/11882,,"Fillingim, Roger B.","Department of Community Dentistry & Behavioral Science, College of Dentistry, University of Florida",,
938,https://hdl.handle.net/1902.29/11882,,"Ohrbach, Richard","Department of Oral Diagnostic Sciences, University at Buffalo",,
938,https://hdl.handle.net/1902.29/11882,,"Greenspan, Joel D.","Department of Neural and Pain Sciences & Brotman Facial Pain Center, University of Maryland Dental School",,
938,https://hdl.handle.net/1902.29/11882,,"Knott, Charles","Battelle Memorial Institute, Centers for Public Health Research and Evaluation",,
938,https://hdl.handle.net/1902.29/11882,,"Dubner, Ronald","Department of Neural and Pain Sciences & Brotman Facial Pain Center, University of Maryland Dental School",,
938,https://hdl.handle.net/1902.29/11882,,"Bair, Eric","Center for Pain Research and Innovation, Departments of Biostatistics and Endodontics, University of North Carolina at Chapel Hill",,
938,https://hdl.handle.net/1902.29/11882,,"Slade, Gary D.","Center for Pain Research and Innovation, Departments of Dental Ecology and Epidemiology, University of North Carolina at Chapel Hill",,
938,https://hdl.handle.net/1902.29/11882,,"Maixner, William","Center for Pain Research and Innovation, Departments of Endodontics and Pharmacology, University of North Carolina at Chapel Hill",,
938,https://hdl.handle.net/1902.29/11882,,"Smith, Shad B.","Center for Pain Research and Innovation, University of North Carolina at Chapel Hill",,
938,https://hdl.handle.net/1902.29/11882,,"Diatchenko, Luda","Alan Edwards Centre for Research on Pain, McGill University",,
938,https://hdl.handle.net/1902.29/11882,,"Weir, Bruce","Department of Biostatistics, University of Washington",,
208,https://hdl.handle.net/1902.29/11163,,"Klehm, Rachael","Carleton College, Political Science, 2013",,
1982,https://hdl.handle.net/1902.29/11599,,"Harden, Jeffrey",University of North Carolina at Chapel Hill,,
30788,https://doi.org/10.15139/S3/9ETV3I,,Monmouth University Polling Institute,Monmouth University,,
3780,https://hdl.handle.net/1902.29/CD-0064,,U.S. Department of Commerce,,,
3780,https://hdl.handle.net/1902.29/CD-0064,,U.S. Bureau of the Census,,,
3358,https://hdl.handle.net/1902.29/CAPS-CESD,,N/A,,,
1140,https://hdl.handle.net/1902.29/D-31654,,"Survey Research Center, University of Arkansas",,,
4616,https://hdl.handle.net/1902.29/D-33467,,"Center for Survey Research, The Ohio State University",,,
2286,https://hdl.handle.net/1902.29/H-1380,,"Louis Harris and Associates, Inc.",,,
4756,https://hdl.handle.net/1902.29/D-31462,,Apoyo S.A.,,,
5132,https://doi.org/10.15139/S3/11918,,"Harris, Kathleen Mullan",University of North Carolina at Chapel Hill,,
5132,https://doi.org/10.15139/S3/11918,,"Udry, Richard J.",University of North Carolina at Chapel Hill,,
4422,https://hdl.handle.net/1902.29/D-31098,,A. Alfred Taubman Center for Public Policy and American Institutions. Brown University,,,
5246,https://hdl.handle.net/1902.29/11229,,"Minnotte, Matt",H.W. Odum Institute,,
3777,https://hdl.handle.net/1902.29/CD-0122,,National Center for Health Statistics,,,
3777,https://hdl.handle.net/1902.29/CD-0122,,U.S. Department of Health and Human Services,,,
3777,https://hdl.handle.net/1902.29/CD-0122,,U.S. National Center for Health Statistics,,,
2117,https://hdl.handle.net/1902.29/10812,,Survey Research Center,University of Georgia,,
29761,https://doi.org/10.15139/S3/VLD1GU,,"O'Reilly-Shah, Vikas",Emory University,ORCID,0000-0003-0741-0291
30739,https://doi.org/10.15139/S3/ROJ9X2,,State Center for Health Statistics,,,
4645,https://hdl.handle.net/1902.29/D-33521,,"Center for Survey Research, The Ohio State University",,,
204,https://hdl.handle.net/1902.29/11021,,N/A,,,
29754,https://doi.org/10.15139/S3/YHLLZG,,"Shnitko, T. A.",,,
29754,https://doi.org/10.15139/S3/YHLLZG,,"Spear, L. P.",,,
29754,https://doi.org/10.15139/S3/YHLLZG,,"Robinson, D. L.",,,
4166,https://hdl.handle.net/1902.29/D-30609,,"Shaffer, Stephen",,,
2606,https://hdl.handle.net/1902.29/H-339,,"Louis Harris and Associates, Inc.",,,
3256,https://hdl.handle.net/1902.29/H-961106,,"Louis Harris and Associates, Inc.",,,
1969,https://doi.org/10.15139/S3/12287,,"Cotter, Patrick",,,
1969,https://doi.org/10.15139/S3/12287,,"Stovall, James",,,
3525,https://hdl.handle.net/1902.29/CAPS-SMOKER,,N/A,,,
31071,https://doi.org/10.15139/S3/DV8QDG,,"Bar-Kalifa, Eran",Ben-Gurion University of the Negev,ORCID,0000-0003-3579-3015
5073,https://hdl.handle.net/1902.29/D-16167,,G. S. Black,,,
5073,https://hdl.handle.net/1902.29/D-16167,,USA Today Newspaper,,,
31639,https://doi.org/10.15139/S3/TCR6BB,,"Adams, Elizabeth",University of North Carolina at Chapel Hill,,
3414,https://hdl.handle.net/1902.29/CAPS-DRIVE,,N/A,,,
