datasetVersionId,persistentUrl,persistent_id,notesText
3833,https://hdl.handle.net/1902.29/CD-0179,,"Subject: Study Level Error Note, Notes: Traditionally, the sample for the NHIS is redesigned every ten years to better measure the changing U.S. population and to meet new survey objectives. The fundamental redesign structure of the 1995-2004 NHIS is similar to that of the 1985-1994 NHIS; however, there were two major changes to the sampling design. First, a state-level stratification increased the number of primary sampling units (PSUs) from 198 to 358. This enhanced the capability of using the NHIS for state estimation and future dual-frame surveys at the state level. Users should note that the NHIS is currently not designed to provide state-level estimates; however, in some cases this can be done, particularly for those states with larger populations. Contact the NCHS Research Data Center for more information. Secondly, both the black and Hispanic populations are now oversampled to allow for more precise estimation of health in these growing minority populations. In the previous design, only black Americans were oversampled.""; Civilian, noninstitutionalized population of the 50 states and the District of Columbia.;Type: ODUM:CODEBOOK.NUMBER Notes: 47-010-2000-CD;Type: ODUM:SOURCE.OF.DATA Notes: Personal interviews conducted in households.;"
3776,https://hdl.handle.net/1902.29/CD-0060,,"Subject: Study Level Error Note, Notes: Universe: An national random sample of Households.;Type: ODUM:CODEBOOK.NUMBER Notes: 16-AHS-METRO-1999-CD;"
2820,https://hdl.handle.net/1902.29/H-832201,,"Subject: Study Level Error Note, Notes: Harris telephone surveys use a form of random digit dialing. From a random multi-stage cluster sampling design, they obtain a national cross-section of U.S. adults. Interviewers are usually given the first five digits of a series of randomly selected residential telephone numbers that have previously been stratified by geographic locations, including minor civil divisions. The interviewer then adds two randomly generated digits to complete a new seven-digit number;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-8322-01;"
4018,https://hdl.handle.net/1902.29/C-7,,"Subject: Study Level Error Note, Notes: The universe includes all establishments engaged in a variety of selected services to individuals and business establishments.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: 30-SER-IND-1972-SA;"
697,https://hdl.handle.net/1902.29/10211,,Version Date: 2007Version Text: Deaths
3685,https://hdl.handle.net/1902.29/CD-0209,,"Type: ODUM:CODEBOOK.NUMBER Notes: 47-003-2006-CD;Type: ODUM:SOURCE.OF.DATA Notes: The information for this report was obtained from the data files and/or published reports of many Federal Government and private and global agencies and organizations. In each case, the sponsoring agency or organization collected data using its own methods and procedures. Therefore, the data in this report vary considerably with respect to source, method of collection, definitions, and reference period.;"
4899,https://hdl.handle.net/1902.29/D-1236,,"Subject: Study Level Error Note, Notes: Gallup obtained a sample of U.S. adults, 18 years and over. Attitudes on various topics were collected by questionnaire in a face- to-face interview; U.S. adults, 18 years and over;"
4827,https://hdl.handle.net/1902.29/D-31325,,"Subject: Study Level Error Note, Notes: The survey used a modified probability sample of adults.;Type: ODUM:ACCESS.CATEGORY Notes: II;"
30713,https://doi.org/10.15139/S3/SJQUBZ,,"The plan was originally downloaded on November 20, 2018 at the following link: http://www.miamidadetpo.org/library/studies/miami-dade-county-vision-zero-plan-2018-06.pdf
"
3876,https://hdl.handle.net/1902.29/CD-10914,,Type: ODUM:CODEBOOK.NUMBER Notes: 14-1-1990-BLOCK-1-CD;Type: Uniform title Notes: Census of population and housing (1990). Block statistics.;
3267,https://hdl.handle.net/1902.29/H-618146,,"Subject: Study Level Error Note, Notes: National cross-section RRD telephone survey of Americans age 18 or older.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-618146;"
3113,https://hdl.handle.net/1902.29/H-912081,,"Subject: Study Level Error Note, Notes: Telephone surveys of residents 18 years of age or older living in the Bronx, Kings, New York, Queens, and Richmond boroughs.; Residents living in the five boroughs of New York City with telephones.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-912081;"
3167,https://hdl.handle.net/1902.29/H-931103,,"Subject: Study Level Error Note, Notes: National cross-section using RDD telephone interviewing.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-931103;"
3300,https://hdl.handle.net/1902.29/H-40515,,"Subject: Study Level Error Note, Notes: National cross-sectional sample of persons 18 years of age or older interviewed by telephone.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-40515;"
