datasetVersionId,persistentUrl,persistent_id,title
5040,https://hdl.handle.net/1902.29/D-16146,,"USA TODAY 1986 Tylenol, Study no. 9117"
2708,https://hdl.handle.net/1902.29/H-802114,,"Harris 1980 ABC News Energy Crisis and Economy Survey, study no. 802114"
31115,https://doi.org/10.15139/S3/K03YHD,,"Toronto Couples Study, 2017"
2267,https://hdl.handle.net/1902.29/H-A027,,"Harris 1975 Americans and the arts survey, no. A027"
2693,https://hdl.handle.net/1902.29/H-794022,,"Harris 1979 Equal Rights Amendment Survey, study no. 794022"
4158,https://hdl.handle.net/1902.29/D-30591,,"Raleigh News and Observer Statewide Poll, December 1994"
1243,https://hdl.handle.net/1902.29/11693,,"Cebu Mothers of Girls Follow-up Survey, 1998"
886,https://hdl.handle.net/1902.29/11575,,"OPPERA Screening Pain Self Report (SPSR), Case-Control Study of Chronic TMD"
4962,https://hdl.handle.net/1902.29/D-16236,,"USA TODAY 1985 PM Magazine Poll, Study no. 9107"
1396,https://hdl.handle.net/1902.29/11096,,Value of library and information services in patient care
30993,https://doi.org/10.15139/S3/XGXRXA,,Class Data from CSP 263
1600,https://doi.org/10.15139/S3/12329,,"[0001] Data files for: T.A. Shnitko, L.C. Kennerly, L.P. Spear, D.L. Robinson (2014): Ethanol Reduces Evoked Dopamine Release and Slows Clearance in the Rat Medial Prefrontal Cortex. Alcohol Clin Exp Res, 38(12): 2969-77."
653,https://hdl.handle.net/1902.29/10189,,North Carolina Vital Statistics -- Deaths 1985
30357,https://doi.org/10.15139/S3/OOYETQ,,FlyHealthyTM study
3698,https://hdl.handle.net/1902.29/CD-0088,,"1997 economic census. ECON97S report series, disc 2D."
3216,https://hdl.handle.net/1902.29/H-941403,,"Harris 1994 Daily News New York City Survey, study no. 941403"
3811,https://hdl.handle.net/1902.29/CD-0158,,"International Social Survey Program (ISSP), 1985-2000"
3846,https://hdl.handle.net/1902.29/CD-0191,,"National Ambulatory Medical Care Survey (NAMCS), 2003"
4375,https://hdl.handle.net/1902.29/D-31074,,"The Rhode Island Survey, 1986"
527,https://hdl.handle.net/1902.29/10695,,Russia PLACE Study 2002
29411,https://doi.org/10.15139/S3/LKH3VS,,"Monmouth University Utah Poll, Number 132d"
31061,https://doi.org/10.15139/S3/EMAEGC,,"Auckland Stress and Support Study, 2013-15 (REACH 03)"
2217,https://hdl.handle.net/1902.29/H-792118,,"Harris 1979 ABC News Survey, study no. 792118"
3370,https://hdl.handle.net/1902.29/CAPS-CMS,,Conventional Morality Scale (CAPS-CMS module)
29762,https://doi.org/10.15139/S3/AFQJSN,,Kenya CT-OVC Program Evaluation
1773,https://hdl.handle.net/1902.29/D-1021,,"Oregon Exit Poll, May 1992"
29797,https://hdl.handle.net/1902.29/11736,,RLMS-HSE Community Data
3645,https://hdl.handle.net/1902.29/CD-0228,,"Vital Statistics of the United States, 2002, Volume 1, Natality"
1806,https://hdl.handle.net/1902.29/D-1217,,Characteristics of American Medical Colleges
4007,https://hdl.handle.net/1902.29/C-100,,"Census of population and housing, 1980"
4466,https://hdl.handle.net/1902.29/D-31418,,"Georgia State Poll, Fall 1998"
4450,https://hdl.handle.net/1902.29/D-31132,,"Florida Annual Policy Surveys (FAPS), 1997"
30702,https://doi.org/10.15139/S3/D2GBVQ,,"Campaign Contributions in Prosecutorial Elections, 2014-2017"
5248,https://hdl.handle.net/1902.29/11409,,Navy Reserve Deployments 2009
2748,https://hdl.handle.net/1902.29/H-818410,,"Harris 1998 National Issues Survey, study no. 818410"
1910,https://hdl.handle.net/1902.29/11739,,RLMS-HSE Constructed Variable Programs
30710,https://doi.org/10.15139/S3/JGXAHA,,"Monmouth University National Poll, Number 149"
2027,https://doi.org/10.15139/S3/12165,,"Replication data for: Reconciling Legal-Institutional and Behavioral Perspectives on Voter Turnout: Theory and Evidence from Pennsylvania, 1876-1948"
4257,https://hdl.handle.net/1902.29/D-30714,,"Eagleton Poll, No. 67 (October 1987)"
30674,https://doi.org/10.15139/S3/GUYWW3,,"UMass Lowell Citizen Attitudes about Democratic Values and American Democracy No. 00292, July 2017"
3894,https://hdl.handle.net/1902.29/CD-10935,,1990 census of population and housing. Summary tape file 3A. West Virginia
517,https://hdl.handle.net/1902.29/10692,,Kazakhstan PLACE Study 2002
1288,https://hdl.handle.net/1902.29/11843,,Tox21 Phase II qHTS data
5350,https://hdl.handle.net/1902.29/11345,,"OPPERA Life Experiences Survey (LES), Case-Control Study of Chronic TMD"
148,https://doi.org/10.15139/S3/12410,,"Replication data for: ""Evaluating the Effects of Multiple Opinion Rationales on Supreme Court Legitimacy."""
2890,https://hdl.handle.net/1902.29/H-861010,,"Harris 1986 Wisconsin Drinking and Driving Survey, study no. 861010"
4690,https://hdl.handle.net/1902.29/D-20042,,"Kentucky Poll, Spring 1982"
1597,https://doi.org/10.15139/S3/12509,,"Monmouth University Iowa Caucuses Poll, Number 102"
2966,https://hdl.handle.net/1902.29/H-874025,,"Harris 1988 Colorado Health Care Survey, study no. 874025"
29953,https://hdl.handle.net/1902.29/11731,,RLMS-HSE Questionnaires
386,https://hdl.handle.net/1902.29/11766,,Tracing Footsteps: A HGIS Project Mapping Out Liturgical Processions in 9th and 10th Century Constantinople
3600,https://hdl.handle.net/1902.29/D-30464,,"Carolina Poll, Fall 1984"
1422,https://hdl.handle.net/1902.29/11355,,2003 Business Data - North Carolina
2158,https://hdl.handle.net/1902.29/D-20274,,"South Carolina State Omnibus Survey, September 1990"
3098,https://hdl.handle.net/1902.29/H-912036,,"Harris 1992 American Teacher Survey, study no. 912036"
938,https://hdl.handle.net/1902.29/11882,,"OPPERA Pain Catastrophizing Scale (PCS), Prospective Cohort Study of First-Onset TMD"
208,https://hdl.handle.net/1902.29/11163,,Rachael Klehm '13
1982,https://hdl.handle.net/1902.29/11599,,Replication data for: A Bootstrap Method for Conducting Statistical Inference with Clustered Data
30788,https://doi.org/10.15139/S3/9ETV3I,,"Monmouth University Pennsylvania Poll, Number 162"
3780,https://hdl.handle.net/1902.29/CD-0064,,Geographic Identification Code Scheme
3358,https://hdl.handle.net/1902.29/CAPS-CESD,,Center for Epidemiological Studies Depression Scale (CAPS-CESD and CAPS-DEPRESS module)
1140,https://hdl.handle.net/1902.29/D-31654,,"Arkansas Poll, 2000"
4616,https://hdl.handle.net/1902.29/D-33467,,"Buckeye State Poll, July 1997"
2286,https://hdl.handle.net/1902.29/H-1380,,"Harris 1964 D.C. Presidential Election Survey, study no. 1380"
4756,https://hdl.handle.net/1902.29/D-31462,,"Political and Economic Situation in Lima, Peru, March, 1993"
5132,https://doi.org/10.15139/S3/11918,,"National Longitudinal Study of Adolescent to Adult Health (Add Health) Wave III, 2001-2002"
4422,https://hdl.handle.net/1902.29/D-31098,,"The Rhode Island Survey, September 1993"
5246,https://hdl.handle.net/1902.29/11229,,Entire Reserve Component 2011
3777,https://hdl.handle.net/1902.29/CD-0122,,"Natality Detail File, 1984"
2117,https://hdl.handle.net/1902.29/10812,,Spring 2008 Georgia Poll
29761,https://doi.org/10.15139/S3/VLD1GU,,Sugammadex Survey
30739,https://doi.org/10.15139/S3/ROJ9X2,,North Carolina Vital Statistics -- Deaths 2017
4645,https://hdl.handle.net/1902.29/D-33521,,"Buckeye State Poll, August 2000 Statewide"
204,https://hdl.handle.net/1902.29/11021,,BPB dissertation data
29754,https://doi.org/10.15139/S3/YHLLZG,,"[0002] T.A. Shnitko, L.P. Spear, D.L. Robinson (2016). Adolescent binge-like alcohol alters sensitivity to acute alcohol effects on dopamine release in the nucleus accumbens of adult rats. Psychopharmacology (Berl) 233(3):361-371. "
4166,https://hdl.handle.net/1902.29/D-30609,,"Mississippi Poll, April 1988"
2606,https://hdl.handle.net/1902.29/H-339,,"Harris 1958 Indiana Election Survey, study no. 339"
3256,https://hdl.handle.net/1902.29/H-961106,,"Harris 1996 National Issues Survey, study no. 961106"
1969,https://doi.org/10.15139/S3/12287,,"Southern Opinion Research Survey 196, 1996"
3525,https://hdl.handle.net/1902.29/CAPS-SMOKER,,MMPI Smoker Scale (CAPS-SMOKER and CAPS-AROUSAL module)
31071,https://doi.org/10.15139/S3/DV8QDG,,"BGU Couple Diary Study, 2018"
5073,https://hdl.handle.net/1902.29/D-16167,,"USA TODAY 1984 Presidential Election Poll, Study no. 1320"
31639,https://doi.org/10.15139/S3/TCR6BB,,2017 NEI Emissions Modeling Platform Smoke Output Data
3414,https://hdl.handle.net/1902.29/CAPS-DRIVE,,Drinking and Driving Habits (CAPS-DRIVE module)
478,https://hdl.handle.net/1902.29/11217,,Bangladesh NSDP 2005 [RESTRICTED]
144,https://doi.org/10.15139/S3/12078,,"Replication data for: Bonneau, Chris W.  2004.  ""Patterns of Campaign Spending and Electoral Competition in State Supreme Court Elections."" Justice System Journal 25 (1): 21-38."
26453,https://doi.org/10.15139/S3/AJE9WX,,"[17] One-Month Baby Cries (data file, not audio)"
1194,https://doi.org/10.15139/S3/12161,,"A Qualitative Study to Understand the Perception of Illness and the Decision Making Process for Accessing and Utilizing Health Care for American Indians in Southeastern, NC"
159,https://doi.org/10.15139/S3/12308,,[Exp 05] Matthew MCMURRAY's Post-Natal Day 1 Vocalization
5041,https://hdl.handle.net/1902.29/D-16217,,"USA TODAY 1990 Iran/Abortion Poll, Study no. 3213"
29515,https://doi.org/10.15139/S3/GZOSGN,,Cora Dataset
30191,https://hdl.handle.net/1902.29/11694,,"Cebu Boys Follow-up Survey, 1998"
4301,https://hdl.handle.net/1902.29/D-30786,,California Poll March 1986
1633,https://hdl.handle.net/1902.29/D-220,,Detroit jury study
31335,https://doi.org/10.15139/S3/I6T1MZ,,Eswatini MEASURE CMIS Eval_timemoprov2017
1412,https://hdl.handle.net/1902.29/11351,,1999 Business Data - North Carolina
1912,https://hdl.handle.net/1902.29/11735,,RLMS-HSE Household and Individual Data
845,https://hdl.handle.net/1902.29/11281,,North Carolina Vital Statistics -- Deaths 2011
958,https://hdl.handle.net/1902.29/11184,,"OPPERA Pain Catastrophizing Scale (PCS), Case-Control Study of Chronic TMD"
5328,https://hdl.handle.net/1902.29/11875,,"OPPERA Eysenck Personality Questionnaire-Revised (EPQ-R), Prospective Cohort Study of First-Onset TMD"
31083,https://doi.org/10.15139/S3/OWBZZX,,Monitoring Outcomes of Orphans and Vulnerable Children Programs in Kenya: Henry Jackson Foundation Medical Research International 2016 Survey Findings
3560,https://hdl.handle.net/1902.29/CAPS-VIGIL,,Vigilance Task (CAPS-VIGIL module)
3833,https://hdl.handle.net/1902.29/CD-0179,,"National Health Interview Survey, 2000"
3776,https://hdl.handle.net/1902.29/CD-0060,,"The American Housing Survey, 1998, Metropolitan Microdata."
2820,https://hdl.handle.net/1902.29/H-832201,,"Harris 1983 Business Week U.S. Economy Survey, study no. 832201"
4018,https://hdl.handle.net/1902.29/C-7,,"Census of selected service industries, 1972 summary statistic file SA"
5183,https://hdl.handle.net/1902.29/11688,,"Cebu Community Follow-up Survey, 1994"
31638,https://doi.org/10.15139/S3/STQXUU,,Formative Assessment for the Development of an Undergraduate Research Experience for College Students from Farmworker Families
697,https://hdl.handle.net/1902.29/10211,,North Carolina Vital Statistics -- Deaths 2007
3685,https://hdl.handle.net/1902.29/CD-0209,,"Health, United States, 2006"
4899,https://hdl.handle.net/1902.29/D-1236,,"Gallup poll (USA) no. 429 (September 30-October 5, 1948)"
4827,https://hdl.handle.net/1902.29/D-31325,,"Crime in America, 1996"
5217,https://hdl.handle.net/1902.29/11707,,"Cebu Male Index Children Follow-up Survey, 2009"
30713,https://doi.org/10.15139/S3/SJQUBZ,,"Vision Zero Plan. Miami-Dade County (2018). Miami-Dade County, Florida"
29282,https://doi.org/10.15139/S3/OXCNM4,,Mali Household De-identified Survey Data
3876,https://hdl.handle.net/1902.29/CD-10914,,"1990 census of population and housing. Block statistics. South Atlantic division (part). Delaware, District of Columbia, Maryland, North Carolina, South Carolina, Virginia, West Virginia"
3267,https://hdl.handle.net/1902.29/H-618146,,"Harris 1996 National Issues Survey, Study no. 618146"
3113,https://hdl.handle.net/1902.29/H-912081,,"Harris 1992 New York City Quality of Life Survey, study no. 912081"
3167,https://hdl.handle.net/1902.29/H-931103,,"Harris 1993 Public Opinion Survey, study no. 931103"
3300,https://hdl.handle.net/1902.29/H-40515,,"Harris 2011 Public Opinion Survey, study no. 40515"
2732,https://hdl.handle.net/1902.29/H-812105,,"Harris 1981 Omnibus Presidential Assassinations Survey, study no. 812105"
3291,https://hdl.handle.net/1902.29/H-33084,,"Harris 2008 Public Opinion Survey, study no. 33084"
1668,https://hdl.handle.net/1902.29/D-30818,,Population (1984) and Per Capita Income (1983) Estimates
2018,https://doi.org/10.15139/S3/12144,,"Replication data for: Public Opinion, Organized Interests, and Policy Congruence in Initiative and Noninitiative U.S. States"
4134,https://hdl.handle.net/1902.29/D-30503,,"Atlanta Journal-Constitution Metro Consumer Poll, February 1991"
1410,https://hdl.handle.net/1902.29/11232,,1998 Business Data - North Carolina
4210,https://hdl.handle.net/1902.29/D-30359,,Texas Poll Data Quarterly Surveys
4215,https://hdl.handle.net/1902.29/D-30673,,Illinois 1992 Policy Survey
589,https://hdl.handle.net/1902.29/11571,,Bangladesh Slums Survey 2005
2255,https://hdl.handle.net/1902.29/H-7587,,"Harris 1975 Women and Public Opinion Survey, study no. 7587"
2907,https://hdl.handle.net/1902.29/H-861207,,"Harris 1986 Business Week Employment Survey, study no. 861207"
4109,https://hdl.handle.net/1902.29/D-20255,,"Capstone Poll Omnibus Survey, Fall 1982"
2030,https://doi.org/10.15139/S3/12234,,Replication data for: The Pseudo-Paradox of Partisan Mapmaking and Congressional Competition
2201,https://hdl.handle.net/1902.29/11374,,Workforce Issues in Library and Information Science 1 (WILIS 1) - Restricted Data
1252,https://hdl.handle.net/1902.29/11697,,"Cebu Community Follow-up Survey, 1998"
1582,https://hdl.handle.net/1902.29/11747,,"Monmouth University New Jersey Poll, Number 68"
3032,https://hdl.handle.net/1902.29/H-892029,,"Harris 1989 Quality in Government Survey, study no. 892029"
4710,https://hdl.handle.net/1902.29/D-20063,,Commonwealth Poll 3
31215,https://doi.org/10.15139/S3/GKH2QD,,"CHAMPS De-identified Dataset, v3.0"
2758,https://hdl.handle.net/1902.29/H-822007,,"Harris 1982 Attitudes Towards Japan Survey, study no. 822007"
3207,https://hdl.handle.net/1902.29/H-941202,,"Harris 1994 Business Week Executives Survey, study no. 941202"
4855,https://hdl.handle.net/1902.29/D-31396,,Gallup News Service Poll #9812055: Showdown with Iraq
5241,https://hdl.handle.net/1902.29/11387,,Entire Reserve Component 2010
1743,https://hdl.handle.net/1902.29/D-20307-J,,"Urban Mass Transportation Administration Financial and Operating Data, 1988"
3564,https://hdl.handle.net/1902.29/CAPS-WIDTH_SCALE,,Judgments about category boundaries (CAPS-WIDTH_SCALE module)
3761,https://hdl.handle.net/1902.29/CD-0045,,Agriculture Specialty Publications and 1987 Public Use Files
4540,https://hdl.handle.net/1902.29/D-33393,,"The Rhode Island Survey, June 1997"
3584,https://hdl.handle.net/1902.29/CAPS-APPEAR,,Physical Appearance (CAPS-APPEAR module)
4021,https://hdl.handle.net/1902.29/C-104,,"Census of Population and Housing, 1980: 1975-1980 County Migration by Selected Characteristics"
3655,https://hdl.handle.net/1902.29/DVD-0004,,"Zip Code Business Patterns, 2002-2003"
4628,https://hdl.handle.net/1902.29/D-33500,,"Buckeye State Poll, May 1999"
29249,https://doi.org/10.15139/S3/5T648M,,MLE India Survey Tools
4905,https://hdl.handle.net/1902.29/D-31505,,"ISI/Roper Center Poll: Catholic, 1997"
3724,https://hdl.handle.net/1902.29/CD-0103,,"Multiple Cause of Death File, 1986"
5244,https://hdl.handle.net/1902.29/11208,,Army Reserve Deployments 2010
3146,https://hdl.handle.net/1902.29/H-922018,,"Harris 1992 New York Health Care Survey, study no. 922018"
2427,https://hdl.handle.net/1902.29/H-18203,,"Harris 2003 Public Opinion Survey, study no. 18203"
1570,https://hdl.handle.net/1902.29/10425,,"Monmouth University New Jersey Poll, Number 19a"
3767,https://hdl.handle.net/1902.29/CD-0117,,"Natality Detail File, 1989"
4025,https://hdl.handle.net/1902.29/C-110,,"Census of Population, 1980: County to County Migration Flows"
4597,https://hdl.handle.net/1902.29/D-33514,,"Buckeye State Poll, April 2000 Statewide"
29905,https://doi.org/10.15139/S3/XELKZN,,Analyzing Factors Affect on Five Stars Occupational Safety in Aqaba Special Economic Zone Authority (ASEZA) 
31545,https://doi.org/10.15139/S3/S2DULX,,Data for RICHS Seasonally variant gene expression in full‐term human placenta
3329,https://hdl.handle.net/1902.29/CAPS-GOODBAD,,Good/Bad Event Questionnaire (CAPS-GOODBAD CAPS-GEVENT CAPS-BEVENT CAPS-MOOD CAPS-GOODMOOD CAPS-BADMOOD modules)
3716,https://hdl.handle.net/1902.29/CD-0098,,"Multiple Cause of Death File, 1979"
997,https://hdl.handle.net/1902.29/11779,,The Simon Poll: Fall 2008 [Illinois Statewide]
3650,https://hdl.handle.net/1902.29/CD-0051,,"1987 Economic Census, Volume 1, Report Series Release 1E"
31427,https://doi.org/10.15139/S3/W2LWJV,,CLM-AF Updated Radiation Codes
1550,https://hdl.handle.net/1902.29/10049,,"Monmouth University New Jersey Poll, Number 11"
5178,https://hdl.handle.net/1902.29/11393,,Nigeria COMPASS Survey 2009 Endline
5180,https://hdl.handle.net/1902.29/10695,,Russia PLACE Study 2002
2761,https://hdl.handle.net/1902.29/H-822013,,"Harris 1982 Business Week Management and Labor Relations Survey, study no. 822013"
31536,https://doi.org/10.15139/S3/FEW2LM,,Replication Data for: Pipeline or Pipedream: Gender Balance Legislation’s Effect on Women’s Presence in State Government
1886,https://hdl.handle.net/1902.29/D-20077,,National Longitudinal Surveys of Youth (CD-ROM)
1592,https://doi.org/10.15139/S3/12016,,"Monmouth University National Poll, Number 82"
4974,https://hdl.handle.net/1902.29/D-16109,,"USA TODAY 1988 State of the Nation Poll, Study no. 3057"
1224,https://hdl.handle.net/1902.29/11683,,"Cebu Household Follow-up Survey, 1991"
1432,https://hdl.handle.net/1902.29/11360,,2008 Business Data - North Carolina
3602,https://hdl.handle.net/1902.29/D-30451,,"Carolina Poll, Spring 1978"
3867,https://hdl.handle.net/1902.29/CD-10846,,Regional Economic Information System 1969-2004
29665,https://doi.org/10.15139/S3/0EPKAK,,Zambia Schools Deidentified Survey Data
1937,https://doi.org/10.15139/S3/12220,,"Southern Opinion Research Survey 056, 1991"
4149,https://hdl.handle.net/1902.29/D-20288,,"Maryland Poll Fall, 1992"
2128,https://hdl.handle.net/1902.29/D-20241,,"Georgia Fall Poll, October/November 1985"
4202,https://hdl.handle.net/1902.29/D-30667,,"Minnesota State Survey, 1991"
1666,https://hdl.handle.net/1902.29/D-308,,"Survey of economic opportunity, 1966 and 1967"
3227,https://hdl.handle.net/1902.29/H-942023,,"Harris 1994 Women, Work and Families Survey, study no. 942023"
850,https://hdl.handle.net/1902.29/11615,,North Carolina Vital Statistics -- Deaths 2012
31636,https://doi.org/10.15139/S3/XZGEKY,,"Safe Streets Long Beach: A Vision Zero Action Plan (2020). Long Beach, California"
2738,https://hdl.handle.net/1902.29/H-812111,,"Harris 1981 Omnibus American Business Survey, study no. 812111"
2023,https://doi.org/10.15139/S3/12150,,State Politics and the Judiciary
2888,https://hdl.handle.net/1902.29/H-855018,,"Harris 1985 Top Management's Investment in the Future Survey, study no. 855018"
2674,https://hdl.handle.net/1902.29/H-791154,,"Harris 1979 Congressional Leaders Survey, study no. 791154"
4263,https://hdl.handle.net/1902.29/D-30721,,"Eagleton Poll, No. 54 (October 1984)"
3277,https://hdl.handle.net/1902.29/H-2525,,"Harris 1976 Women's Lifestyles and Consumer Survey, study no. 2525"
