dataset_pid_url,dataset_version_number,dataset_version_create_time,installation,dataverse_alias,westLongitude,eastLongitude,northLongitude,southLongitude
https://doi.org/10.18710/1ZLFXC,2,2022-07-04 12:49:38+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/1ZZESW,2,2022-07-04 12:48:31+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/25JRO0,2,2022-07-04 12:50:41+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/26NEEP,2,2022-07-04 12:34:12+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/2DZOZL,2,2022-07-04 12:35:40+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/2FCYMQ,2,2022-07-04 12:45:56+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/2HTCWA,2,2022-07-04 12:51:39+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/2P4FJE,2,2022-07-04 12:39:52+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/2VCYGB,2,2022-07-04 12:48:06+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/2VFYB3,2,2022-07-04 12:39:39+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/3CYTKW,2,2022-07-04 12:49:17+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/3DTHN0,2,2022-07-04 12:54:54+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/3JGCCO,1.1,2022-04-21 08:01:06+00:00,DataverseNO,nmbu,,"10°45'42""E","59°39'47""N",
https://doi.org/10.18710/3OTFVO,1,2022-09-09 16:13:02+00:00,DataverseNO,nmbu,,"107,833","596,667",
https://doi.org/10.18710/3SPTNR,2,2022-07-04 12:41:47+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/3XDFRN,2,2022-07-04 12:29:52+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/4177UL,2,2022-07-04 12:34:29+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/41U4VL,2,2022-07-04 12:34:33+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/43F8C0,2,2022-07-04 12:38:36+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/47MOS4,2,2022-07-04 12:46:08+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/4FGTSV,2,2022-07-04 12:39:26+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/4J6CU8,2,2022-07-04 12:52:55+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/4RNQSW,2,2022-07-04 12:43:48+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/4U3C4Y,2,2022-07-04 12:53:57+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/4WPBZQ,3,2022-07-04 12:33:39+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/50NNH3,2,2022-07-04 12:40:52+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/56JKUA,2,2022-07-04 12:48:48+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/56YQMK,2,2022-07-04 12:31:37+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/5AI5C9,2,2022-07-04 12:38:11+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/5I7KXY,2,2022-07-04 12:35:11+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/5LHPBS,2,2022-07-04 12:35:57+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/5MPLMZ,2,2022-07-04 12:51:31+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/5TE19Q,2,2022-07-04 12:29:06+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/5VOXN2,2,2022-07-04 12:52:21+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/5ZGRBI,2,2022-07-04 12:44:01+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/6IBRAH,2,2022-07-04 12:52:34+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/6K5IQU,2,2022-07-04 12:21:02+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/6MUT6P,2,2022-07-04 12:55:29+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/6NGRA1,2,2022-07-04 12:47:32+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/72XHAI,2,2022-07-04 12:30:39+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/77SNQM,2,2022-07-04 12:28:58+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/7BFJQQ,3,2022-07-04 12:23:26+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/7ELN39,2,2022-07-04 12:36:43+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/7IZF8P,2,2022-07-04 12:45:22+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/7PX15J,2,2022-07-04 12:44:57+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/7YOBZ7,2,2022-07-04 12:30:22+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/8DVVPG,2,2022-07-04 12:33:09+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/8GRIBZ,2,2022-07-04 12:41:26+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/8SHSAV,2,2022-07-04 12:29:10+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/8WVTO5,2,2022-07-04 12:54:29+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/8XZEX9,2,2022-07-04 12:40:10+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/93R0YK,2,2022-07-04 12:32:53+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/948YX1,2,2022-07-04 12:49:08+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/9DOMPL,2,2022-07-04 12:37:46+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/9K9DPJ,2,2022-07-04 12:31:50+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/9KSAQR,1,2022-01-13 09:19:25+00:00,DataverseNO,uib,,,"50,80 N","-40,-80 S"
https://doi.org/10.18710/9LPQOT,2,2022-07-04 12:41:13+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/9SEELW,2,2022-07-04 12:43:17+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/9YPSIK,2,2022-07-04 12:29:40+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/AEML9Y,2,2022-07-04 12:37:16+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/AHS7PG,2,2022-07-04 12:47:07+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/AL4TEJ,2,2022-07-04 12:30:05+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/AOLBVM,2,2022-07-04 12:34:41+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/APJYDM,2,2022-07-04 12:50:07+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/ARGNQU,2,2022-07-04 12:31:04+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/ASZE0O,2,2022-07-04 12:50:36+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/AX9W1L,2,2022-07-04 12:36:01+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/AYYI1Q,2,2022-07-04 12:43:23+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/B3MUVZ,2,2022-07-04 12:39:14+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/B6UNAZ,2,2022-07-04 12:29:27+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/BAE7IV,2,2022-07-04 12:50:45+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/BAPUJD,2,2022-07-04 12:47:15+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/BBMNR9,2,2022-07-04 12:46:21+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/BCEER0,2,2022-07-04 12:44:19+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/BD6YAV,2,2022-07-04 12:29:02+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/BJR3AE,2,2022-07-04 12:37:21+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/BKSXFK,2,2022-07-04 12:52:17+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/BKUDU4,2,2022-07-04 12:48:14+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/BMZOUK,2,2022-07-04 12:46:04+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/BOTCEZ,2,2022-07-04 12:32:27+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/BPYH6Q,2,2022-07-04 12:52:59+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/BTNCV5,2,2022-07-04 12:38:40+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/BUDBMI,2,2022-07-04 12:27:51+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/BYZIZX,1.1,2019-03-13 05:49:22+00:00,DataverseNO,ntnu,"-82,0","-79,0","-2,0","-4,0"
https://doi.org/10.18710/C0JKOP,2,2022-07-04 12:34:50+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/C1KLGR,2,2022-07-04 12:29:31+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/C8OO4D,2,2022-07-04 12:44:13+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/CB72TQ,2,2022-07-04 12:46:54+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/CDDTPN,2,2022-07-04 12:37:29+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/CFWTB0,2,2022-07-04 12:52:25+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/CLAJUK,2,2022-07-04 12:38:28+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/CRHTQC,2,2022-07-04 12:34:46+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/CT6QEB,2,2022-07-04 12:29:19+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/CWZPRG,2,2022-07-04 12:38:15+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/CYCTGU,2,2022-07-04 12:50:57+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/D0DVNQ,2,2022-07-04 12:50:24+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/D5Y4YA,2,2022-07-04 12:28:03+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/D6V0DQ,2,2022-07-04 12:46:00+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/D8GRPW,2,2022-07-04 12:42:26+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/DBBDJT,2,2022-07-04 12:39:10+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/DCNBPV,2,2022-07-04 12:49:55+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/DDMEIU,2,2022-07-04 12:53:53+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/DECYW1,2,2022-07-04 12:52:04+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/DERKIL,2,2022-07-04 12:46:50+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/DF3SXL,2,2022-07-04 12:28:41+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/DHX6GR,2,2022-07-04 12:36:30+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/DLIP2G,3,2022-07-04 12:33:34+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/DNRLLL,2,2022-07-04 12:46:13+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/DOPUME,2,2022-07-04 12:28:45+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/DPJFKD,2,2022-07-04 12:28:20+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/DPMRNZ,2,2022-07-04 12:32:23+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/DQBNCC,2,2022-07-04 12:47:03+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/DQDRIT,2,2022-07-04 12:54:16+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/DRAMCT,2,2022-07-04 12:48:39+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
https://doi.org/10.18710/DSQ4O5,2,2022-07-04 12:30:30+00:00,DataverseNO,tgo,westlimit=19.216667,eastlimit=19.216667,northlimit=69.583333,southlimit=69.583333
