publisher,persistentUrl,majorVersionNumber,minorVersionNumber,versionCreateTime,license,termsOfUse,confidentialityDeclaration,specialPermissions,restrictions,citationRequirements,depositorRequirements,conditions,disclaimer
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/280435,1,4,2019-05-16 16:33:16+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/280436,1,7,2019-05-16 16:36:36+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/280439,1,3,2019-05-16 16:40:04+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/291290,1,3,2019-05-16 16:45:01+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/223872,1,3,2018-07-18 21:27:11+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/11111,1,0,2017-10-23 02:50:40+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10854,4,0,2020-10-14 20:36:10+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547960,2,1,2020-05-27 19:35:25+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547961,2,1,2020-04-17 20:53:05+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547962,2,2,2020-04-17 20:43:25+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547963,2,1,2020-06-04 20:18:54+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547965,2,1,2020-06-04 20:51:56+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547966,2,1,2020-06-04 20:43:56+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547967,2,1,2020-06-04 20:59:04+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547969,2,1,2020-04-17 20:33:54+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547970,2,1,2020-04-17 20:19:41+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547972,2,1,2020-05-14 17:17:05+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547973,2,1,2020-04-20 21:30:53+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547992,2,1,2020-04-20 22:19:12+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547994,3,2,2018-03-26 07:50:27+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547995,2,1,2020-04-21 21:06:51+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547996,2,1,2020-04-21 21:34:23+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547997,1,2,2020-04-21 21:55:59+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547998,2,1,2020-04-17 19:12:45+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547999,1,1,2020-04-20 21:35:17+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547959,4,1,2020-05-27 19:44:13+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547958,2,1,2020-05-27 19:11:59+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10547956,2,1,2020-05-27 19:18:31+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548001,2,1,2020-05-14 14:09:01+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548003,2,1,2020-05-14 14:40:18+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548033,2,1,2020-06-08 23:51:37+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548051,2,1,2020-05-26 20:30:57+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548052,2,1,2020-05-26 20:40:39+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548053,2,1,2020-05-26 20:45:12+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548054,2,1,2020-05-26 20:50:38+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548055,2,1,2020-05-26 21:09:19+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548056,2,1,2020-05-26 21:03:02+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548057,2,2,2020-05-28 21:40:41+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548058,2,1,2020-06-04 19:50:38+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548032,1,5,2019-05-16 15:22:26+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548031,1,3,2020-03-20 19:18:43+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548027,1,0,2018-03-27 04:26:59+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548004,2,1,2020-05-14 14:52:07+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548005,2,1,2020-04-17 19:04:01+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548006,2,1,2020-04-17 16:05:51+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548007,2,1,2020-05-14 15:07:15+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548008,2,1,2020-05-14 15:34:35+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548009,2,1,2020-05-14 16:40:59+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548010,2,1,2020-04-17 15:53:04+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548011,2,1,2020-04-17 14:50:57+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548012,2,1,2020-05-14 17:52:13+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548002,2,1,2020-05-14 14:36:26+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548013,7,1,2020-07-28 21:00:07+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548015,2,3,2020-07-28 20:51:19+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548016,3,3,2020-07-28 20:23:28+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548018,3,5,2020-07-28 20:53:35+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548019,2,3,2020-07-28 20:57:24+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548020,4,1,2020-05-19 19:02:20+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548021,2,2,2020-07-14 15:15:48+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548022,2,3,2020-07-28 20:55:44+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548023,3,4,2020-07-28 20:58:48+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548025,2,0,2020-03-05 04:17:43+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548014,2,3,2020-07-28 20:26:25+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548059,2,1,2020-05-28 21:38:49+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548143,2,1,2019-03-04 22:33:28+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548157,6,0,2020-05-19 01:46:45+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548071,2,1,2020-07-14 15:04:14+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548072,2,1,2020-05-27 20:19:45+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548073,2,1,2020-04-17 19:54:38+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548074,2,2,2020-04-17 20:07:23+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548075,1,1,2020-04-20 21:32:35+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548076,2,2,2020-06-04 20:28:11+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548086,1,0,2018-06-14 10:44:37+00:00,,,,,,,,,
CIMMYT Research Data & Software Repository Network,https://hdl.handle.net/11529/10548186,1,4,2019-10-30 22:43:42+00:00,,,,,,,,,
Center for International Forestry Research (CIFOR),https://doi.org/10.17528/CIFOR/DATA.00207,1,0,2017-02-08 13:25:41+00:00,,,,,,,,,
Center for International Forestry Research (CIFOR),https://doi.org/10.17528/CIFOR/DATA.00042,1,1,2016-10-18 11:36:56+00:00,,,,,,,,,
Center for International Forestry Research (CIFOR),https://doi.org/10.17528/CIFOR/DATA.00005,1,4,2016-07-29 10:58:03+00:00,,,,,,,,,
Center for International Forestry Research (CIFOR),https://doi.org/10.17528/CIFOR/DATA.00006,1,4,2016-07-29 10:56:50+00:00,,,,,,,,,
Center for International Forestry Research (CIFOR),https://doi.org/10.17528/CIFOR/DATA.00072,1,1,2020-09-15 15:10:26+00:00,,,,,,,,,
DR-NTU (Data),https://doi.org/10.21979/N9/Z9TJRP,3,1,2020-04-23 09:34:14+00:00,,,,,,,,,
DR-NTU (Data),https://doi.org/10.21979/N9/UDEKD9,2,0,2019-08-02 05:08:12+00:00,,,,,,,,,
DR-NTU (Data),https://doi.org/10.21979/N9/GPYD3K,2,0,2019-03-20 02:19:03+00:00,,,,,,,,,
DR-NTU (Data),https://doi.org/10.21979/N9/CZJLQ5,1,0,2020-04-14 12:11:43+00:00,,,,,,,,,
DaRUS,https://doi.org/10.18419/darus-444,1,0,2019-09-06 14:42:45+00:00,,,,,,,,,
Dartmouth Dataverse,https://doi.org/10.21989/D9/U2YLZY,1,1,2020-07-20 21:55:48+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/GFB1UN,2,0,2020-03-04 13:27:43+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/GFAFWJ,2,0,2019-12-17 17:06:47+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FL9PRZ,2,0,2019-12-17 17:11:23+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FKWT9T,2,0,2019-12-17 17:13:17+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/F9KSXJ,2,0,2019-12-17 17:09:21+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/F9ZCKM,1,0,2016-09-30 04:04:43+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FA2ZNJ,2,0,2019-12-17 17:06:59+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FBRZC7,2,0,2019-12-17 17:10:01+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FDHLUW,2,0,2016-09-30 04:05:13+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FDOT09,1,0,2019-12-17 16:08:04+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FDQIG5,1,0,2017-01-26 10:27:53+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/GEQEKO,2,0,2019-12-17 17:09:06+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FFCOKX,1,1,2016-12-14 13:30:32+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FFZCTD,1,0,2018-09-06 10:45:54+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FGHWQD,1,0,2019-12-17 16:07:48+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FHO1BJ,1,0,2019-12-17 16:07:19+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FIUY1Z,5,0,2020-09-30 12:16:58+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FRIKBF,2,0,2016-09-30 04:03:33+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FQV6BK,2,0,2019-12-17 17:07:19+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FQKRNM,1,0,2016-09-30 04:04:50+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FQEJVD,1,0,2019-07-16 11:02:05+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FQBZJD,3,0,2018-11-01 13:46:02+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FPWRLZ,1,0,2020-03-04 14:35:31+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FNRT7L,2,0,2019-12-17 17:11:34+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/F9BHT5,2,0,2019-12-17 17:05:28+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FUCUW7,2,0,2019-12-17 17:11:47+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/GAO9A6,2,0,2019-12-17 17:05:47+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/G59HGN,2,0,2019-12-17 17:13:25+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/G0ON0U,2,0,2019-12-17 17:12:06+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FYVBAH,2,0,2019-12-17 17:06:23+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/FYDTC9,1,0,2019-12-17 16:06:46+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/GBK6LI,1,0,2019-12-17 16:06:30+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/JHIPCQ,2,0,2016-09-30 04:04:50+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/ECZHZQ,4,0,2018-12-30 15:05:52+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/EELVV7,1,0,2016-09-30 04:02:45+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/EG3YEI,2,0,2019-12-17 17:07:50+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/EGZNMI,2,0,2019-12-17 17:07:24+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/EHR0RX,1,0,2019-01-28 13:26:44+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/EHV8DH,2,0,2019-12-17 17:06:28+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/EJHFRI,3,0,2016-09-30 04:02:51+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/EAZEG6,1,0,2021-03-01 12:53:41+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/E6E0CB,1,0,2019-12-17 16:06:56+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/DSBKOQ,1,0,2019-12-17 16:08:43+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/DSVVAC,2,0,2019-12-17 17:11:41+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/DTRPFW,2,0,2016-05-27 12:11:29+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/DTXHRP,2,0,2019-12-17 17:08:04+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/DWDNIV,3,0,2016-09-30 04:03:18+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/E0O2D4,1,0,2016-09-30 04:04:53+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/E1TZO1,1,0,2017-01-26 10:27:54+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/EJRRIV,2,0,2019-12-17 17:06:09+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/ELVF0J,1,0,2018-03-13 08:36:53+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/EU24S5,1,0,2020-09-07 12:48:42+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/EWHTYH,2,0,2019-12-17 17:11:03+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/EXO0E5,2,0,2019-12-17 17:10:21+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/EXZXYH,2,0,2019-12-17 17:12:34+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/EYH22A,1,0,2019-12-17 16:07:07+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/EYNKGW,1,0,2017-01-26 10:27:54+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/F08TYS,1,1,2019-01-08 12:00:37+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/ETSGMX,2,0,2019-12-17 17:08:43+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/ETQSY8,2,0,2019-12-17 17:11:26+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/ETJQZ6,2,0,2019-12-17 17:05:55+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/EMMFMC,2,0,2019-12-17 17:11:44+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/ENV3TX,2,0,2019-12-17 17:08:00+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/GFEGQW,2,0,2019-12-17 17:12:25+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/EORHJC,2,0,2019-12-17 17:09:42+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/EQJHB6,2,0,2019-12-17 17:05:40+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/ERNLSO,2,0,2019-12-17 17:06:25+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/ESO8TS,1,1,2018-02-19 08:14:27+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/ETPJTX,1,0,2020-07-28 13:54:32+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/I6TCUQ,2,0,2019-12-17 17:04:58+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/GHGJZ9,2,0,2019-12-17 17:11:54+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IHO1FR,1,0,2019-07-01 09:43:24+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IKCMDK,1,0,2020-03-03 14:45:55+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IIMAQD,1,0,2019-12-17 16:07:43+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IEBO9K,1,0,2018-11-20 14:15:34+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/I3MIRR,1,0,2018-11-18 13:54:34+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/I4U4TH,2,0,2019-12-17 17:10:46+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/I732AY,1,0,2019-12-16 08:41:51+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/I7XHJG,1,0,2018-02-23 11:33:43+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IANZME,1,0,2021-04-21 07:18:10+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/ICIXQA,1,0,2019-01-31 13:08:16+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IL8QK1,2,0,2019-12-17 17:08:20+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IMQAPH,2,0,2019-12-17 17:08:53+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IXX7FV,2,0,2019-12-17 17:06:38+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IZETA5,2,0,2019-12-17 17:05:11+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/J1XYUG,1,0,2019-12-17 16:08:49+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/J3FUQM,1,1,2021-06-04 07:33:47+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/J3HPR4,1,0,2019-02-05 14:58:20+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/J4JKZC,2,0,2019-12-17 17:05:06+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/J8LGPD,2,0,2019-12-17 17:13:15+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/JBTLVG,2,0,2016-09-30 04:05:26+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IWQ5BO,2,0,2019-12-17 17:11:58+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IUBSYM,2,0,2019-12-17 17:06:16+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IMTAAR,1,0,2016-12-15 12:05:38+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/INUMMW,1,0,2016-09-30 04:02:50+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IP1D7X,1,0,2020-11-03 13:09:35+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IQ1RY4,2,0,2019-12-17 17:07:54+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IQ5SJH,1,0,2020-09-07 08:47:25+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IQH1PI,2,0,2019-12-17 17:10:41+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IQPFCW,2,0,2019-12-17 17:09:32+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IRFGMY,1,0,2017-01-26 10:27:50+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/IRP9YE,1,0,2020-10-28 09:21:54+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/ISDL33,1,0,2017-08-08 13:43:22+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/ITWFZP,1,0,2020-11-18 08:39:33+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/GTDYHI,2,0,2019-12-17 17:05:12+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/GTI66H,2,0,2019-12-17 17:06:01+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/GTJVZ9,2,0,2019-12-17 17:05:27+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/GUU6LE,2,0,2019-12-17 17:05:15+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/GVUZLC,3,2,2020-08-11 10:06:09+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/GZHZLF,2,0,2019-12-17 17:13:02+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/GZP11K,1,0,2016-09-30 04:03:26+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/GZSBLZ,2,0,2019-12-17 17:09:33+00:00,,,,,,,,,
DataverseNL,https://doi.org/10.34894/H5AP33,2,0,2019-12-17 17:08:54+00:00,,,,,,,,,
